,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID,SourceID,BatchID,Duration.days,PondID,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,NH4.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW,SiteID2,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s)
11071,42.84,13.09,8.94,APR032014,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P4,2014-05-28,"3x, 0.11",4.989583333,18.0,1025.0,0.425,435.625,23.5,1.49,8.52,30.3,18.7,23.7,6.5,1.1,0.17,47.85,428.0,0.45,2.25,0.42,2.12,5.38,1.49,0.67,0.034,,0.006,ASU,24.24,29.7,20.0,51326.17,7.86,114.66,33.71,
11072,42.84,13.09,8.94,APR032014,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P4,2014-05-28,"3x, 0.11",4.989583333,18.0,1025.0,0.425,435.625,23.5,1.49,8.52,30.3,18.7,23.7,6.5,1.1,0.17,47.85,428.0,0.45,2.25,0.42,2.12,5.38,1.49,0.67,0.034,,0.006,ASU,23.09,27.5,20.5,51492.46,8.15,116.54,33.87,
11073,42.84,13.09,8.94,APR032014,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P4,2014-05-28,"3x, 0.11",4.989583333,18.0,1025.0,0.425,435.625,23.5,1.49,8.52,30.3,18.7,23.7,6.5,1.1,0.17,47.85,428.0,0.45,2.25,0.42,2.12,5.38,1.49,0.67,0.034,,0.006,ASU,14.13,17.7,12.2,50560.24,8.69,104.0,33.14,
11074,42.84,13.09,8.94,APR032014,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P4,2014-05-28,"3x, 0.11",4.989583333,18.0,1025.0,0.425,435.625,23.5,1.49,8.52,30.3,18.7,23.7,6.5,1.1,0.17,47.85,428.0,0.45,2.25,0.42,2.12,5.38,1.49,0.67,0.034,,0.006,ASU,14.72,19.7,11.8,50730.41,8.79,106.72,33.27,
11075,42.84,13.09,8.94,APR032014,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P4,2014-05-28,"3x, 0.11",4.989583333,18.0,1025.0,0.425,435.625,23.5,1.49,8.52,30.3,18.7,23.7,6.5,1.1,0.17,47.85,428.0,0.45,2.25,0.42,2.12,5.38,1.49,0.67,0.034,,0.006,ASU,15.15,20.1,12.1,50935.19,8.79,107.84,33.43,
11076,42.84,13.09,8.94,APR032014,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P4,2014-05-28,"3x, 0.11",4.989583333,18.0,1025.0,0.425,435.625,23.5,1.49,8.52,30.3,18.7,23.7,6.5,1.1,0.17,47.85,428.0,0.45,2.25,0.42,2.12,5.38,1.49,0.67,0.034,,0.006,ASU,13.92,16.8,12.3,51356.6,8.8,105.28,33.71,
11077,42.84,13.09,8.94,APR032014,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P4,2014-05-28,"3x, 0.11",4.989583333,18.0,1025.0,0.425,435.625,23.5,1.49,8.52,30.3,18.7,23.7,6.5,1.1,0.17,47.85,428.0,0.45,2.25,0.42,2.12,5.38,1.49,0.67,0.034,,0.006,ASU,13.07,15.3,11.5,50609.95,8.81,103.21,33.15,
11098,,,,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,19.69,P1,2014-10-01,"3x, 0.214",2.0,4.0,512.5,0.1518,77.7975,23.25,0.6,8.0,35.6,24.4,77.56,1.13,9.42,0.01,18.22,550.0,0.17,21.12,0.15,1.9,10.5,0.32,1.86,0.10099999999999999,,0.047,CELL,15.6,21.6,9.7,51597.72,7.46,92.75,33.9,
11099,,,,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,19.69,P1,2014-10-01,"3x, 0.214",2.0,4.0,512.5,0.1518,77.7975,23.25,0.6,8.0,35.6,24.4,77.56,1.13,9.42,0.01,18.22,550.0,0.17,21.12,0.15,1.9,10.5,0.32,1.86,0.10099999999999999,,0.047,CELL,19.17,25.3,14.6,55613.47,8.46,114.55,37.04,
11100,,,,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,19.69,P1,2014-10-01,"3x, 0.214",2.0,4.0,512.5,0.1518,77.7975,23.25,0.6,8.0,35.6,24.4,77.56,1.13,9.42,0.01,18.22,550.0,0.17,21.12,0.15,1.9,10.5,0.32,1.86,0.10099999999999999,,0.047,CELL,7.89,16.0,1.1,45478.25,10.36,105.01,29.04,271.54
11101,,,,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,19.69,P1,2014-10-01,"3x, 0.214",2.0,4.0,512.5,0.1518,77.7975,23.25,0.6,8.0,35.6,24.4,77.56,1.13,9.42,0.01,18.22,550.0,0.17,21.12,0.15,1.9,10.5,0.32,1.86,0.10099999999999999,,0.047,CELL,19.31,20.8,17.8,40075.85,7.85,99.31,25.67,172.72
11102,,,,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,19.69,P1,2014-10-01,"3x, 0.214",2.0,4.0,512.5,0.1518,77.7975,23.25,0.6,8.0,35.6,24.4,77.56,1.13,9.42,0.01,18.22,550.0,0.17,21.12,0.15,1.9,10.5,0.32,1.86,0.10099999999999999,,0.047,CELL,13.53,17.8,9.1,49860.43,8.31,97.86,32.6,
11103,,,,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,19.69,P1,2014-10-01,"3x, 0.214",2.0,4.0,512.5,0.1518,77.7975,23.25,0.6,8.0,35.6,24.4,77.56,1.13,9.42,0.01,18.22,550.0,0.17,21.12,0.15,1.9,10.5,0.32,1.86,0.10099999999999999,,0.047,CELL,15.37,20.2,11.2,55273.11,7.85,98.39,36.63,
11104,,,,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,19.69,P1,2014-10-01,"3x, 0.214",2.0,4.0,512.5,0.1518,77.7975,23.25,0.6,8.0,35.6,24.4,77.56,1.13,9.42,0.01,18.22,550.0,0.17,21.12,0.15,1.9,10.5,0.32,1.86,0.10099999999999999,,0.047,CELL,13.44,15.0,11.6,45330.73,7.83,89.98,29.35,
11105,20.37,,9.0,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,17.69,P1,2014-09-29,"3x, 0.214",3.0,3.0,512.5,0.1658,84.9725,22.5,0.42,8.0,35.7,29.2,80.48,2.06,10.12,0.01,17.61,582.0,0.16,2.09,0.17,1.54,-1.79,0.33,0.46,,,0.036000000000000004,CELL,15.6,21.6,9.7,51597.72,7.46,92.75,33.9,
11106,20.37,,9.0,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,17.69,P1,2014-09-29,"3x, 0.214",3.0,3.0,512.5,0.1658,84.9725,22.5,0.42,8.0,35.7,29.2,80.48,2.06,10.12,0.01,17.61,582.0,0.16,2.09,0.17,1.54,-1.79,0.33,0.46,,,0.036000000000000004,CELL,19.17,25.3,14.6,55613.47,8.46,114.55,37.04,
11107,20.37,,9.0,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,17.69,P1,2014-09-29,"3x, 0.214",3.0,3.0,512.5,0.1658,84.9725,22.5,0.42,8.0,35.7,29.2,80.48,2.06,10.12,0.01,17.61,582.0,0.16,2.09,0.17,1.54,-1.79,0.33,0.46,,,0.036000000000000004,CELL,7.89,16.0,1.1,45478.25,10.36,105.01,29.04,271.54
11108,20.37,,9.0,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,17.69,P1,2014-09-29,"3x, 0.214",3.0,3.0,512.5,0.1658,84.9725,22.5,0.42,8.0,35.7,29.2,80.48,2.06,10.12,0.01,17.61,582.0,0.16,2.09,0.17,1.54,-1.79,0.33,0.46,,,0.036000000000000004,CELL,19.31,20.8,17.8,40075.85,7.85,99.31,25.67,172.72
11109,20.37,,9.0,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,17.69,P1,2014-09-29,"3x, 0.214",3.0,3.0,512.5,0.1658,84.9725,22.5,0.42,8.0,35.7,29.2,80.48,2.06,10.12,0.01,17.61,582.0,0.16,2.09,0.17,1.54,-1.79,0.33,0.46,,,0.036000000000000004,CELL,13.53,17.8,9.1,49860.43,8.31,97.86,32.6,
11110,20.37,,9.0,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,17.69,P1,2014-09-29,"3x, 0.214",3.0,3.0,512.5,0.1658,84.9725,22.5,0.42,8.0,35.7,29.2,80.48,2.06,10.12,0.01,17.61,582.0,0.16,2.09,0.17,1.54,-1.79,0.33,0.46,,,0.036000000000000004,CELL,15.37,20.2,11.2,55273.11,7.85,98.39,36.63,
11111,20.37,,9.0,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,17.69,P1,2014-09-29,"3x, 0.214",3.0,3.0,512.5,0.1658,84.9725,22.5,0.42,8.0,35.7,29.2,80.48,2.06,10.12,0.01,17.61,582.0,0.16,2.09,0.17,1.54,-1.79,0.33,0.46,,,0.036000000000000004,CELL,13.44,15.0,11.6,45330.73,7.83,89.98,29.35,
11112,,11.77,,DEC162014,KA32,KA32_121814_RO,KA32_121814_AP,17.89,P1,2015-01-05,"3x, 0.214",3.0,4.0,594.5,0.1755,104.33475,27.0,,8.0,30.6,16.8,14.42,2.54,1.96,0.0,16.31,1333.0,0.17,1.38,0.18,2.1,-1.59,0.44,0.24,0.835,,0.098,CELL,15.6,21.6,9.7,51597.72,7.46,92.75,33.9,
11113,,11.77,,DEC162014,KA32,KA32_121814_RO,KA32_121814_AP,17.89,P1,2015-01-05,"3x, 0.214",3.0,4.0,594.5,0.1755,104.33475,27.0,,8.0,30.6,16.8,14.42,2.54,1.96,0.0,16.31,1333.0,0.17,1.38,0.18,2.1,-1.59,0.44,0.24,0.835,,0.098,CELL,19.17,25.3,14.6,55613.47,8.46,114.55,37.04,
11114,,11.77,,DEC162014,KA32,KA32_121814_RO,KA32_121814_AP,17.89,P1,2015-01-05,"3x, 0.214",3.0,4.0,594.5,0.1755,104.33475,27.0,,8.0,30.6,16.8,14.42,2.54,1.96,0.0,16.31,1333.0,0.17,1.38,0.18,2.1,-1.59,0.44,0.24,0.835,,0.098,CELL,7.89,16.0,1.1,45478.25,10.36,105.01,29.04,271.54
11115,,11.77,,DEC162014,KA32,KA32_121814_RO,KA32_121814_AP,17.89,P1,2015-01-05,"3x, 0.214",3.0,4.0,594.5,0.1755,104.33475,27.0,,8.0,30.6,16.8,14.42,2.54,1.96,0.0,16.31,1333.0,0.17,1.38,0.18,2.1,-1.59,0.44,0.24,0.835,,0.098,CELL,19.31,20.8,17.8,40075.85,7.85,99.31,25.67,172.72
11116,,11.77,,DEC162014,KA32,KA32_121814_RO,KA32_121814_AP,17.89,P1,2015-01-05,"3x, 0.214",3.0,4.0,594.5,0.1755,104.33475,27.0,,8.0,30.6,16.8,14.42,2.54,1.96,0.0,16.31,1333.0,0.17,1.38,0.18,2.1,-1.59,0.44,0.24,0.835,,0.098,CELL,13.53,17.8,9.1,49860.43,8.31,97.86,32.6,
11117,,11.77,,DEC162014,KA32,KA32_121814_RO,KA32_121814_AP,17.89,P1,2015-01-05,"3x, 0.214",3.0,4.0,594.5,0.1755,104.33475,27.0,,8.0,30.6,16.8,14.42,2.54,1.96,0.0,16.31,1333.0,0.17,1.38,0.18,2.1,-1.59,0.44,0.24,0.835,,0.098,CELL,15.37,20.2,11.2,55273.11,7.85,98.39,36.63,
11118,,11.77,,DEC162014,KA32,KA32_121814_RO,KA32_121814_AP,17.89,P1,2015-01-05,"3x, 0.214",3.0,4.0,594.5,0.1755,104.33475,27.0,,8.0,30.6,16.8,14.42,2.54,1.96,0.0,16.31,1333.0,0.17,1.38,0.18,2.1,-1.59,0.44,0.24,0.835,,0.098,CELL,13.44,15.0,11.6,45330.73,7.83,89.98,29.35,
11294,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,,,,51073.84,0.0,0.0,32.58,
11295,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,,,,45136.89,0.0,0.0,32.61,
11296,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,,,,50427.95,0.0,0.0,33.49,
11297,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,,,,50168.65,0.0,0.0,32.35,
11298,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,28.92,35.69,23.53,55580.9,7.69,124.02,36.74,
11299,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,29.13,35.12,24.61,55877.2,7.47,121.17,36.97,
11300,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,26.83,31.91,22.47,52909.13,6.99,107.8,34.83,
11301,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,25.94,30.86,22.25,105594.37,7.96,143.88,63.15,
11302,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,22.89,26.86,20.31,45490.14,8.7,120.8,29.49,
11303,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,15.94,21.5,12.1,43093.45,10.31,124.85,27.97,
11304,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,27.74,32.6,23.0,44419.64,5.35,80.69,28.61,
11305,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,26.09,30.7,22.4,45077.4,6.46,94.82,29.11,
11306,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,23.22,25.5,20.1,43045.29,6.98,96.67,27.73,
11307,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,25.04,30.0,21.8,54468.31,9.87,148.59,36.03,
11308,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,27.47,32.3,23.9,45429.26,0.26,3.8,29.34,
11309,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,26.48,30.0,24.3,55695.45,7.49,115.56,36.92,
11310,38.5,5.76,,DEC162014,KA32,KA32_010915_AP5,KA32_011915_AP,40.89,P4,2015-01-28,"3x, 0.214",40.88541667,1.0,1025.0,0.168111111,172.3138889,24.5,,7.8,35.4,20.7,37.52,0.75,4.34,0.01,19.13,1374.0,0.17,2.5,0.17,1.71,0.17,0.35,1.27,0.159,,,CELL,23.03,27.87,19.43,54035.96,5.04,72.18,35.75,
11322,39.54,11.74,12.29,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,20.75,P6,2014-04-28,"1x, 0.11",7.0,2.0,742.1,0.464444444,344.6642222,24.2,,7.77,37.2,20.2,81.0,,8.4,0.04,21.35,516.0,0.51,1.65,0.46,1.1,8.72,1.49,0.56,,,0.031,FA,12.46,17.1,8.0,50401.98,8.96,103.6,32.93,
11323,39.54,11.74,12.29,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,20.75,P6,2014-04-28,"1x, 0.11",7.0,2.0,742.1,0.464444444,344.6642222,24.2,,7.77,37.2,20.2,81.0,,8.4,0.04,21.35,516.0,0.51,1.65,0.46,1.1,8.72,1.49,0.56,,,0.031,FA,9.91,13.2,6.8,52818.26,8.9,98.59,34.57,
11324,39.54,11.74,12.29,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,20.75,P6,2014-04-28,"1x, 0.11",7.0,2.0,742.1,0.464444444,344.6642222,24.2,,7.77,37.2,20.2,81.0,,8.4,0.04,21.35,516.0,0.51,1.65,0.46,1.1,8.72,1.49,0.56,,,0.031,FA,5.57,10.4,0.9,52135.65,9.95,99.03,33.57,
11325,39.54,11.74,12.29,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,20.75,P6,2014-04-28,"1x, 0.11",7.0,2.0,742.1,0.464444444,344.6642222,24.2,,7.77,37.2,20.2,81.0,,8.4,0.04,21.35,516.0,0.51,1.65,0.46,1.1,8.72,1.49,0.56,,,0.031,FA,6.15,11.4,1.1,51908.88,9.91,99.82,33.46,
11326,39.54,11.74,12.29,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,20.75,P6,2014-04-28,"1x, 0.11",7.0,2.0,742.1,0.464444444,344.6642222,24.2,,7.77,37.2,20.2,81.0,,8.4,0.04,21.35,516.0,0.51,1.65,0.46,1.1,8.72,1.49,0.56,,,0.031,FA,27.78,34.2,23.04,57327.46,7.62,121.53,38.1,
11327,39.54,11.74,12.29,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,20.75,P6,2014-04-28,"1x, 0.11",7.0,2.0,742.1,0.464444444,344.6642222,24.2,,7.77,37.2,20.2,81.0,,8.4,0.04,21.35,516.0,0.51,1.65,0.46,1.1,8.72,1.49,0.56,,,0.031,FA,26.98,32.56,22.91,55210.83,6.78,105.98,36.53,
11328,39.54,11.74,12.29,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,20.75,P6,2014-04-28,"1x, 0.11",7.0,2.0,742.1,0.464444444,344.6642222,24.2,,7.77,37.2,20.2,81.0,,8.4,0.04,21.35,516.0,0.51,1.65,0.46,1.1,8.72,1.49,0.56,,,0.031,FA,26.91,32.67,22.52,53510.46,6.13,95.01,35.27,
11329,39.54,11.74,12.29,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,20.75,P6,2014-04-28,"1x, 0.11",7.0,2.0,742.1,0.464444444,344.6642222,24.2,,7.77,37.2,20.2,81.0,,8.4,0.04,21.35,516.0,0.51,1.65,0.46,1.1,8.72,1.49,0.56,,,0.031,FA,21.98,27.46,17.82,52618.31,10.11,142.92,34.7,
11330,39.54,11.74,12.29,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,20.75,P6,2014-04-28,"1x, 0.11",7.0,2.0,742.1,0.464444444,344.6642222,24.2,,7.77,37.2,20.2,81.0,,8.4,0.04,21.35,516.0,0.51,1.65,0.46,1.1,8.72,1.49,0.56,,,0.031,FA,26.06,28.7,24.3,43322.34,8.14,118.29,27.87,
11331,39.54,11.74,12.29,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,20.75,P6,2014-04-28,"1x, 0.11",7.0,2.0,742.1,0.464444444,344.6642222,24.2,,7.77,37.2,20.2,81.0,,8.4,0.04,21.35,516.0,0.51,1.65,0.46,1.1,8.72,1.49,0.56,,,0.031,FA,22.73,27.56,19.35,50857.38,6.57,92.46,33.44,
11332,,,,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,15.89,P6,2015-05-22,"NO3, 3x, 0.214",15.88888889,1.0,512.5,0.445185185,228.1574074,24.9,,7.77,35.2,13.8,30.88,0.31,0.04,13.32,1577.76,1536.0,0.47,0.55,0.45,0.29,4.45,2.25,0.49,,,,CP,12.46,17.1,8.0,50401.98,8.96,103.6,32.93,
11333,,,,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,15.89,P6,2015-05-22,"NO3, 3x, 0.214",15.88888889,1.0,512.5,0.445185185,228.1574074,24.9,,7.77,35.2,13.8,30.88,0.31,0.04,13.32,1577.76,1536.0,0.47,0.55,0.45,0.29,4.45,2.25,0.49,,,,CP,9.91,13.2,6.8,52818.26,8.9,98.59,34.57,
11334,,,,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,15.89,P6,2015-05-22,"NO3, 3x, 0.214",15.88888889,1.0,512.5,0.445185185,228.1574074,24.9,,7.77,35.2,13.8,30.88,0.31,0.04,13.32,1577.76,1536.0,0.47,0.55,0.45,0.29,4.45,2.25,0.49,,,,CP,5.57,10.4,0.9,52135.65,9.95,99.03,33.57,
11335,,,,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,15.89,P6,2015-05-22,"NO3, 3x, 0.214",15.88888889,1.0,512.5,0.445185185,228.1574074,24.9,,7.77,35.2,13.8,30.88,0.31,0.04,13.32,1577.76,1536.0,0.47,0.55,0.45,0.29,4.45,2.25,0.49,,,,CP,6.15,11.4,1.1,51908.88,9.91,99.82,33.46,
11336,,,,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,15.89,P6,2015-05-22,"NO3, 3x, 0.214",15.88888889,1.0,512.5,0.445185185,228.1574074,24.9,,7.77,35.2,13.8,30.88,0.31,0.04,13.32,1577.76,1536.0,0.47,0.55,0.45,0.29,4.45,2.25,0.49,,,,CP,27.78,34.2,23.04,57327.46,7.62,121.53,38.1,
11337,,,,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,15.89,P6,2015-05-22,"NO3, 3x, 0.214",15.88888889,1.0,512.5,0.445185185,228.1574074,24.9,,7.77,35.2,13.8,30.88,0.31,0.04,13.32,1577.76,1536.0,0.47,0.55,0.45,0.29,4.45,2.25,0.49,,,,CP,26.98,32.56,22.91,55210.83,6.78,105.98,36.53,
11338,,,,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,15.89,P6,2015-05-22,"NO3, 3x, 0.214",15.88888889,1.0,512.5,0.445185185,228.1574074,24.9,,7.77,35.2,13.8,30.88,0.31,0.04,13.32,1577.76,1536.0,0.47,0.55,0.45,0.29,4.45,2.25,0.49,,,,CP,26.91,32.67,22.52,53510.46,6.13,95.01,35.27,
11339,,,,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,15.89,P6,2015-05-22,"NO3, 3x, 0.214",15.88888889,1.0,512.5,0.445185185,228.1574074,24.9,,7.77,35.2,13.8,30.88,0.31,0.04,13.32,1577.76,1536.0,0.47,0.55,0.45,0.29,4.45,2.25,0.49,,,,CP,21.98,27.46,17.82,52618.31,10.11,142.92,34.7,
11340,,,,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,15.89,P6,2015-05-22,"NO3, 3x, 0.214",15.88888889,1.0,512.5,0.445185185,228.1574074,24.9,,7.77,35.2,13.8,30.88,0.31,0.04,13.32,1577.76,1536.0,0.47,0.55,0.45,0.29,4.45,2.25,0.49,,,,CP,26.06,28.7,24.3,43322.34,8.14,118.29,27.87,
11341,,,,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,15.89,P6,2015-05-22,"NO3, 3x, 0.214",15.88888889,1.0,512.5,0.445185185,228.1574074,24.9,,7.77,35.2,13.8,30.88,0.31,0.04,13.32,1577.76,1536.0,0.47,0.55,0.45,0.29,4.45,2.25,0.49,,,,CP,22.73,27.56,19.35,50857.38,6.57,92.46,33.44,
11379,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,17.06,24.0,9.6,52627.7,9.74,126.07,34.66,
