"Tracking.ID","Analytical.Sample.ID","DATETIME","Protein.AF","FAME.Lipids.AF","Carbohydrates.AF","ExperimentID","SiteID","StrainID","SourceID","BatchID","Duration.days","PondID"
1314,"GT_KA32_01072015_Pond6","1/7/2015 7:44",44.67,13.22,NA,"DEC162014","GT","KA32","GT_KA32_12192014_CRW","GT_KA32_12192014_P",18.7,"P6"
1321,"CELL_AP1_20141224_1","12/24/2014 7:30",36.76,7.12,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",5.89,"P1"
1322,"CELL_AP2_20141224_1","12/24/2014 7:30",32.65,7.91,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",5.89,"P2"
1323,"CELL_AP3_20141224_1","12/24/2014 7:30",NA,10.44,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",5.89,"P3"
1324,"CELL_AP4_20141224_1","12/24/2014 7:30",NA,9.65,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",5.89,"P4"
1325,"CELL_AP5_20141224_1","12/24/2014 7:30",NA,8.39,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",5.89,"P5"
1326,"CELL_AP6_20141224_1","12/24/2014 7:30",NA,10.8,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",5.89,"P6"
1327,"CELL_AP1_20141229_1","12/29/2014 7:30",NA,11.86,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",10.89,"P1"
1328,"CELL_AP2_20141229_1","12/29/2014 7:30",42.68,13.52,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",10.89,"P2"
1329,"CELL_AP3_20141229_1","12/29/2014 7:30",NA,11.67,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",10.89,"P3"
1330,"CELL_AP4_20141229_1","12/29/2014 7:30",42.2,11.78,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",10.89,"P4"
1331,"CELL_AP5_20141229_1","12/29/2014 7:30",41.68,11.97,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",10.89,"P5"
1332,"CELL_AP6_20141229_1","12/29/2014 7:30",NA,10.84,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",10.89,"P6"
1333,"CELL_AP1_20150105_1","1/5/2015 7:30",NA,11.77,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",17.89,"P1"
1334,"CELL_AP2_20150105_1","1/5/2015 7:30",NA,12.68,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",17.89,"P2"
1335,"CELL_AP3_20150105_1","1/5/2015 7:30",NA,9.47,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",17.89,"P3"
1336,"CELL_AP4_20150105_1","1/5/2015 7:30",NA,10.69,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",17.89,"P4"
1337,"CELL_AP5_20150105_1","1/5/2015 7:30",NA,10.94,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",17.89,"P5"
1338,"CELL_AP6_20150105_1","1/5/2015 7:30",NA,11.24,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",17.89,"P6"
1339,"CELL_AP5_20150109_1","1/9/2015 7:30",NA,NA,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",21.89,"P5"
1340,"CELL_AP6_20150109_1","1/9/2015 7:30",42.24,8.58,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",21.89,"P6"
1341,"CELL_AP2_20150112_1","1/12/2015 7:30",39.09,10.16,6.05,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",24.89,"P2"
1342,"CELL_AP3_20150112_1","1/12/2015 7:30",42.01,8.03,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",24.89,"P3"
1343,"CELL_AP2_20150119_1","1/19/2015 7:30",45.34,13.28,8.29,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",31.89,"P2"
1344,"CELL_AP3_20150119_1","1/19/2015 7:30",45.15,9.18,7.18,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",31.89,"P3"
1345,"CELL_AP5_20150119_1","1/19/2015 7:30",43.33,10.14,8.52,"DEC162014","CELL","KA32","KA32_121814_AP2","KA32_010915_AP",31.89,"P5"
1346,"CELL_AP6_20150119_1","1/19/2015 7:30",45.01,10.58,NA,"DEC162014","CELL","KA32","KA32_121814_AP2","KA32_010915_AP",31.89,"P6"
1347,"CP_P1_03132015","3/13/2015 8:05",46.69,5.99,11.38,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond1",8.94,"P1"
1348,"CP_P2_03132015","3/13/2015 8:05",46.45,6.9,9.4,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond2",8.94,"P2"
1349,"CP_P3_03132015","3/13/2015 8:05",47.25,6.59,8.45,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond3",8.94,"P3"
1350,"CP_P4_03132015","3/13/2015 8:05",47.51,6.84,9.06,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond4",8.94,"P4"
1351,"CP_P5_03132015","3/13/2015 8:05",48,6.78,9.53,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond5",8.94,"P5"
1352,"CP_P6_03132015","3/13/2015 8:05",47.7,6.53,9.91,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond6",8.94,"P6"
1353,"CP_P1_4102015","4/10/2015 7:50",47.64,12.89,9,"MAR122015","CP","Polyculture","","LRB1201_1282015_Pond1",36.93,"P1"
1354,"CP_P2_4102015","4/10/2015 7:50",48.13,11.13,10.33,"MAR122015","CP","Polyculture","","LRB1201_1282015_Pond2",36.93,"P2"
1355,"CP_P3_4102015","4/10/2015 7:50",47.47,12.12,9.29,"MAR122015","CP","Polyculture","","LRB1201_1282015_Pond3",36.93,"P3"
1356,"CP_P4_4102015","4/10/2015 7:50",45.65,5.24,15.49,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond4",36.93,"P4"
1357,"CP_P5_4102015","4/10/2015 7:50",46.64,5.44,12.42,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond5",36.93,"P5"
1358,"CP_P6_4102015","4/10/2015 7:50",46.97,6.07,12.01,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond6",36.93,"P6"
1359,"CP_P1_04172015","4/17/2015 8:00",48.98,4.87,12.3,"MAR122015","CP","Polyculture","","LRB1201_1282015_Pond1",43.94,"P1"
1360,"CP_P2_04172015","4/17/2015 8:00",49.35,5.11,11.93,"MAR122015","CP","Polyculture","","LRB1201_1282015_Pond2",43.94,"P2"
1361,"CP_P3_04172015","4/17/2015 8:00",49.69,5.08,13.09,"MAR122015","CP","Polyculture","","LRB1201_1282015_Pond3",43.94,"P3"
1362,"CP_P4_04172015","4/17/2015 8:00",44.75,7.49,17.43,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond4",43.94,"P4"
1363,"CP_P5_04172015","4/17/2015 8:00",47.12,4.96,16.01,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond5",43.94,"P5"
1364,"CP_P6_04172015","4/17/2015 8:00",48.06,5.65,14.81,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond6",43.94,"P6"
1365,"CP_P1_04242015","4/24/2015 7:44",49.89,5.19,11.69,"MAR122015","CP","Polyculture","","LRB1201_1282015_Pond1",50.93,"P1"
1366,"CP_P2_04242015","4/24/2015 7:44",48.93,4.99,12.47,"MAR122015","CP","Polyculture","","LRB1201_1282015_Pond2",50.93,"P2"
1367,"CP_P3_04242015","4/24/2015 7:44",50.22,4.9,11.92,"MAR122015","CP","Polyculture","","LRB1201_1282015_Pond3",50.93,"P3"
1368,"CP_P4_04242015","4/24/2015 7:44",50.31,6.77,11.19,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond4",50.93,"P4"
1369,"CP_P5_04242015","4/24/2015 7:44",50.61,6.23,11.42,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond5",50.93,"P5"
1370,"CP_P6_04242015","4/24/2015 7:44",51.36,6.38,9.69,"MAR122015","CP","LRB-AZ-1201","","LRB1201_1282015_Pond6",50.93,"P6"
1371,"CELL_AP1_20150128_1","1/28/2015 7:30",51.82,5.25,10.12,"DEC162014","CELL","KA32","KA32_121814_AP2","KA32_011915_AP",40.89,"P1"
1372,"CELL_AP2_20150128_1","1/28/2015 7:30",42.78,8.59,11.75,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",40.89,"P2"
1373,"CELL_AP3_20150128_1","1/28/2015 7:30",48.23,11.19,NA,"DEC162014","CELL","KA32","KA32_121814_RO","KA32_121814_AP",40.89,"P3"
1374,"CELL_AP4_20150128_1","1/28/2015 7:30",38.5,5.76,NA,"DEC162014","CELL","KA32","KA32_010915_AP5","KA32_011915_AP",40.89,"P4"
1375,"CELL_AP5_20150128_1","1/28/2015 7:30",33.69,4.37,NA,"DEC162014","CELL","KA32","KA32_121814_AP2","KA32_010915_AP",40.89,"P5"
1376,"CELL_AP6_20150128_1","1/28/2015 7:30",33.82,10.92,6.34,"DEC162014","CELL","KA32","KA32_121814_AP2","KA32_010915_AP",40.89,"P6"
1377,"ASU_SPW11_02042015_1","2/4/2015 7:44",NA,8.28,7.15,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",5.67,"P3"
1378,"ASU_SPW12_02042015_1","2/4/2015 7:44",46.76,7.94,8.03,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",5.67,"P4"
1379,"ASU_SPW13_02042015_1","2/4/2015 7:44",45.56,8.89,9.3,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",5.67,"P5"
1380,"ASU_SPW14_02042015_1","2/4/2015 7:44",43.44,9.13,9.91,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",5.67,"P6"
1381,"ASU_SPW15_02042015_1","2/4/2015 7:44",44.88,9.16,11.78,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",5.67,"P7"
1382,"ASU_SPW16_02042015_1","2/4/2015 7:44",43.92,9.19,8.39,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",5.67,"P8"
1383,"ASU_SPW11_02092015_1","2/9/2015 7:30",43.54,7.5,8.91,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",10.66,"P3"
1384,"ASU_SPW12_02092015_1","2/9/2015 7:30",41.72,6.92,7.81,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",10.66,"P4"
1385,"ASU_SPW13_02092015_1","2/9/2015 7:30",43.39,7.48,7.61,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",10.66,"P5"
1386,"ASU_SPW14_02092015_1","2/9/2015 7:30",40.47,7.27,5.83,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",10.66,"P6"
1387,"ASU_SPW15_02092015_1","2/9/2015 7:30",44.91,7.41,7.79,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",10.66,"P7"
1388,"ASU_SPW16_02092015_1","2/9/2015 7:30",44.36,6.84,4.07,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",10.66,"P8"
1389,"ASU_SPW11_02112015_1","2/11/2015 8:00",40.82,7.35,1.57,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",12.68,"P3"
1390,"ASU_SPW12_02112015_1","2/11/2015 8:00",39.95,6.98,3.97,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",12.68,"P4"
1391,"ASU_SPW13_02112015_1","2/11/2015 8:00",39.59,7.31,3.9,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",12.68,"P5"
1392,"ASU_SPW14_02112015_1","2/11/2015 8:00",40.06,7.48,8.45,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",12.68,"P6"
1393,"ASU_SPW15_02112015_1","2/11/2015 8:00",41.81,7.05,9.73,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",12.68,"P7"
1394,"ASU_SPW16_02112015_1","2/11/2015 8:00",39.3,7.27,6.21,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",12.68,"P8"
1395,"ASU_SPW11_02132015_1","2/13/2015 7:44",42.81,7.6,6.91,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",14.67,"P3"
1396,"ASU_SPW12_02132015_1","2/13/2015 7:44",45.07,4.99,4.11,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",14.67,"P4"
1397,"ASU_SPW13_02132015_1","2/13/2015 7:44",42.5,7.63,8.2,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",14.67,"P5"
1398,"ASU_SPW14_02132015_1","2/13/2015 7:44",41.3,7.32,5.19,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",14.67,"P6"
1399,"ASU_SPW15_02132015_1","2/13/2015 7:44",44.98,7.55,5.79,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",14.67,"P7"
1400,"ASU_SPW16_02132015_1","2/13/2015 7:44",42.06,7.56,6.95,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",14.67,"P8"
1401,"ASU_SPW11_02162015_1","2/16/2015 8:00",40.83,6.77,9.5,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",17.68,"P3"
1402,"ASU_SPW12_02162015_1","2/16/2015 8:00",28.89,3.1,9.8,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",17.68,"P4"
1403,"ASU_SPW13_02162015_1","2/16/2015 8:00",37.64,7.45,7.22,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",17.68,"P5"
1404,"ASU_SPW14_02162015_1","2/16/2015 8:00",42.84,7.49,11.08,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",17.68,"P6"
1405,"ASU_SPW15_02162015_1","2/16/2015 8:00",21.87,2.77,9.82,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",17.68,"P7"
1406,"ASU_SPW16_02162015_1","2/16/2015 8:00",30.31,4.88,10.68,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",17.68,"P8"
1407,"ASU_SPW13_02202015_1","2/20/2015 7:44",41.05,7.52,11.04,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",21.67,"P5"
1408,"ASU_SPW14_02202015_1","2/20/2015 7:44",41.01,6.87,10.73,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",21.67,"P6"
1409,"ASU_SPW13_02232015_1","2/24/2015 7:30",37.68,5.21,13.48,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",25.66,"P5"
1410,"ASU_SPW14_02232015_1","2/24/2015 7:30",40.92,5.31,10.03,"JAN292015","ASU","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW",25.66,"P6"
1411,"CELL_BARREL_20150217_1","2/17/2015 11:00",29.46,10.06,16.42,"JAN292015","CELL","LRB-AZ-1201","Inoculum","LRB1201_021715_RO",0,"inoc"
1412,"CELL_AP1_20150217_1","2/25/2015 7:30",35.51,6.3,12.29,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",7.85,"P1"
1413,"CELL_AP2_20150217_1","2/25/2015 7:30",35.15,7.14,14.97,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",7.85,"P2"
1414,"CELL_AP3_20150217_1","2/25/2015 7:30",35.81,8.33,10,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",7.85,"P3"
1415,"CELL_AP4_20150217_1","2/25/2015 7:30",35.51,7.68,10.01,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",7.85,"P4"
1416,"CELL_AP5_20150217_1","2/25/2015 7:30",34.97,7.35,10.26,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",7.85,"P5"
1417,"CELL_AP6_20150217_1","2/25/2015 7:30",35.87,6.84,14.7,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",7.85,"P6"
1418,"CELL_AP1_20150227_1","2/27/2015 7:30",NA,NA,NA,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",9.85,"P1"
1419,"CELL_AP6_20150227_1","2/27/2015 7:30",35.88,4.64,10,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",9.85,"P6"
1420,"CELL_AP1_20150304_1","3/4/2015 7:30",37.95,6.42,16.41,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_AP3","LRB1201_030215_AP",14.85,"P1"
1421,"CELL_AP2_20150304_1","3/4/2015 7:30",32.74,3.02,10.1,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",14.85,"P2"
1422,"CELL_AP3_20150304_1","3/4/2015 7:30",32.22,3.27,NA,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",14.85,"P3"
1423,"CELL_AP4_20150304_1","3/4/2015 7:30",32.37,3.55,NA,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",14.85,"P4"
1424,"CELL_AP5_20150304_1","3/4/2015 7:30",41.1,3.73,10.72,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",14.85,"P5"
1425,"CELL_AP6_20150304_1","3/4/2015 7:30",45.43,3.51,NA,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_AP4","LRB1201_030215_AP",14.85,"P6"
1426,"CELL_AP1_20150311_1","3/11/2015 7:30",41.86,3.33,13.51,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_AP3","LRB1201_030215_AP",21.85,"P1"
1427,"CELL_AP3_20150311_1","3/11/2015 7:30",42.16,3.59,10.36,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",21.85,"P3"
1428,"CELL_AP4_20150311_1","3/11/2015 7:30",43.19,2.73,NA,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",21.85,"P4"
1429,"CELL_AP6_20150311_1","3/11/2015 7:30",41.6,3.03,8.8,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_AP4","LRB1201_030215_AP",21.85,"P6"
1430,"CELL_AP1_20150317_1","3/17/2015 7:30",42.5,2.14,NA,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_AP3","LRB1201_030215_AP",27.85,"P1"
1431,"CELL_AP3_20150317_1","3/17/2015 7:30",43.51,2.51,16.5,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",27.85,"P3"
1432,"CELL_AP4_20150317_1","3/17/2015 7:30",40.41,3.49,16.06,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_RO","LRB1201_021715_AP",27.85,"P4"
1433,"CELL_AP6_20150317_1","3/17/2015 7:30",43.47,2.45,12.97,"JAN292015","CELL","LRB-AZ-1201","LRB1201_021715_AP4","LRB1201_030215_AP",27.85,"P6"
1434,"FASeed_12182014","12/18/2014 15:00",28.72,21.65,13.72,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",0,"P1"
1435,"FAPond1_12262014","12/26/2014 8:00",32.28,10.37,7.02,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",7.71,"P1"
1436,"FAPond2_12262014","12/26/2014 8:00",44.83,12.96,8.27,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",7.71,"P2"
1437,"FAPond3_12262014","12/26/2014 8:00",40.86,15.5,11.8,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",7.71,"P3"
1438,"FAPond4_12262014","12/26/2014 8:00",39.11,16.37,8.93,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",7.71,"P4"
1439,"FAPond5_12262014","12/26/2014 8:00",37.68,15.79,9.73,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",7.71,"P5"
1440,"FAPond6_12262014","12/26/2014 8:00",39.31,13.22,9.62,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",7.71,"P6"
1441,"FAPond1_12312014","12/31/2014 8:00",41.29,12.8,8.81,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",12.71,"P1"
1442,"FAPond2_12312014","12/31/2014 8:00",42.04,12.25,7.93,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",12.71,"P2"
1443,"FAPond3_12312014","12/31/2014 8:00",42.5,13.16,7.37,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",12.71,"P3"
1444,"FAPond4_12312014","12/31/2014 8:00",40.76,13.26,9.88,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",12.71,"P4"
1445,"FAPond5_12312014","12/31/2014 8:00",42.7,13.31,8.36,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",12.71,"P5"
1446,"FAPond6_12312014","12/31/2014 8:00",37.65,12.98,9.18,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",12.71,"P6"
1447,"FAPond1_01072015","1/7/2015 8:00",42.71,13.94,9.18,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",19.71,"P1"
1448,"FAPond2_01072015","1/7/2015 8:00",35.91,9.62,9.39,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",19.71,"P2"
1449,"FAPond3_01072015","1/7/2015 8:00",37.98,14,11.88,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",19.71,"P3"
1450,"FAPond4_01072015","1/7/2015 8:00",42.95,15.34,6.11,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",19.71,"P4"
1451,"FAPond5_01072015","1/7/2015 8:00",39.31,11.27,7.75,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",19.71,"P5"
1452,"FAPond6_01072015","1/7/2015 8:00",42.88,15.37,8.72,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",19.71,"P6"
1453,"FAPond1_01142015","1/14/2015 8:00",42.18,14.93,7.81,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",26.71,"P1"
1454,"FAPond2_01142015","1/14/2015 8:00",41.18,11.01,9,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",26.71,"P2"
1455,"FAPond3_01142015","1/14/2015 8:00",43.66,14.1,9.42,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",26.71,"P3"
1456,"FAPond4_01142015","1/14/2015 8:00",43.07,14.88,7.43,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",26.71,"P4"
1457,"FAPond5_01142015","1/14/2015 8:00",42.62,11.35,9.04,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",26.71,"P5"
1458,"FAPond6_01142015","1/14/2015 8:00",42.79,15.07,9.13,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",26.71,"P6"
1459,"FAPond1_01212015","1/21/2015 8:00",38.49,17.37,11.57,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",33.71,"P1"
1460,"FAPond2_01212015","1/21/2015 8:00",40.26,13.67,8.8,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",33.71,"P2"
1461,"FAPond3_01212015","1/21/2015 8:00",41.72,14.2,8,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",33.71,"P3"
1462,"FAPond4_01212015","1/21/2015 8:00",42.81,14.82,7.76,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",33.71,"P4"
1463,"FAPond5_01212015","1/21/2015 8:00",36.78,13.18,10.96,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",33.71,"P5"
1464,"FAPond6_01212015","1/21/2015 8:00",43.41,15.91,8.25,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",33.71,"P6"
1465,"FAPond1_01282015","1/28/2015 8:00",36.77,17.65,8.36,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",40.71,"P1"
1466,"FAPond2_01282015","1/28/2015 8:00",40.5,14.05,7.4,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",40.71,"P2"
1467,"FAPond3_01282015","1/28/2015 8:00",38.99,14.33,7.68,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",40.71,"P3"
1468,"FAPond4_01282015","1/28/2015 8:00",NA,17.6,8.92,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",40.71,"P4"
1469,"FAPond5_01282015","1/28/2015 8:00",38.39,12.31,9.04,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",40.71,"P5"
1470,"FAPond6_01282015","1/28/2015 8:00",40.65,15.21,8.28,"DEC162014","FA","KA32","KA32_12182014_FA_SEED","KA32_12182014_FAP",40.71,"P6"
1471,"CELL_P0_20150513_NANO3_1","5/13/2015 9:59",41.81,13.32,16.12,"MAY052015","CELL","KA32","INOCULUM","KA32_20150513_Cellana_NaNO3_Barrel",0,"inoc"
1472,"CELL_P0_20150513_NH4Cl_1","5/13/2015 9:59",NA,26.78,22.27,"MAY052015","CELL","KA32","INOCULUM","KA32_20150513_Cellana_NH4Cl_Barrel",0,"inoc"
1473,"CELL_P1_20150520_1","5/20/2015 7:30",NA,11.53,NA,"MAY052015","CELL","KA32","KA32_20150513_Cellana_NH4Cl_Barrel","KA32_20150513_Cellana_NH4Cl_P",6.9,"P1"
1474,"CELL_P2_20150520_1","5/20/2015 7:30",47.45,10.97,13.24,"MAY052015","CELL","KA32","KA32_20150513_Cellana_NaNO3_Barrel","KA32_20150513_Cellana_NaNO3_P",6.9,"P2"
1475,"CELL_P3_20150520_1","5/20/2015 7:30",45.45,11.77,10.52,"MAY052015","CELL","KA32","KA32_20150513_Cellana_NH4Cl_Barrel","KA32_20150513_Cellana_NH4Cl_P",6.9,"P3"
