ExperimentID,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID_x,SourceID,BatchID,Duration.days,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH_x,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.utilized.g,NO3.demand.g.N.g.AFDW,NH4.utilized.g,P.demand.g.P.g.AFDW,SiteID2,PondID,StrainID_y,pH_y,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s),SiteID,Date,AirTemp(C),RH(%),GlobalLightEnergy(W.m2),WindSpeed(km.hr),WDir(deg),Precip.tot(cm),ExperimentPondID
SEP102014,,,,SEP102014,KA32,KA32_09052178,KA32_09162014_Pond,28.83,2014-10-15,,1.9618055559999998,,,,,24.9,0.1,7.85,33.8,17.2,65.95,7.21,7.41,0.01,19.72,876.0,0.13,6.29,0.12,5.66,7.29,0.76,1.2,0.0,0.341,,0.028999999999999998,CP,P5,KA32,7.93,19.73,23.9,16.6,55370.47,7.99,110.2,36.77,,CP,2014-10-15,18.94,75.34,149.38,1.09,197.48,0.0,SEP102014P5
SEP102014,,,,SEP102014,KA32,KA32_09052179,KA32_09162014_Pond,28.83,2014-10-15,,1.9618055559999998,,,,,24.9,0.1,7.87,34.9,17.1,69.96,8.05,7.61,0.01,20.35,877.0,0.14,0.79,0.13,0.6,7.67,0.79,0.58,0.0,0.46,,0.034,CP,P6,KA32,7.96,,,,58051.77,9.3,122.42,38.75,,CP,2014-10-15,18.94,75.34,149.38,1.09,197.48,0.0,SEP102014P6
SEP102014,46.58,12.13,8.76,SEP102014,KA32,KA32_09052212,KA32_09162014_Pond,35.82,2014-10-22,,8.951388889,,,,,24.4,0.1,7.81,33.1,12.4,,,3.73,0.01,,878.0,0.29,0.87,0.27,0.49,7.21,1.62,0.56,0.0,,,,CP,P1,KA32,7.92,18.04,23.6,11.9,53773.26,10.1,134.75,35.58,,CP,2014-10-22,23.24,32.32,241.05,2.62,157.74,0.0,SEP102014P1
SEP102014,46.92,11.86,7.6,SEP102014,KA32,KA32_09052213,KA32_09162014_Pond,35.82,2014-10-22,,8.951388889,,,,,24.6,,8.01,32.9,12.4,,,4.09,0.01,,879.0,0.26,2.61,0.24,1.66,7.73,1.49,0.0,0.0,,,,CP,P2,KA32,7.95,18.93,24.0,12.1,51020.87,7.51,99.83,33.62,425.31,CP,2014-10-22,23.24,32.32,241.05,2.62,157.74,0.0,SEP102014P2
SEP102014,39.16,9.59,7.96,SEP102014,KA32,KA32_09052214,KA32_09162014_Pond,35.82,2014-10-22,,4.989583333,,,,,25.0,2.4,7.99,41.9,12.4,,,6.57,0.01,,880.0,0.16,2.27,0.14,1.6,8.46,0.85,0.89,0.0,,,,CP,P3,KA32,7.92,17.68,23.4,12.1,54265.55,8.06,107.22,35.97,,CP,2014-10-22,23.24,32.32,241.05,2.62,157.74,0.0,SEP102014P3
SEP102014,41.31,9.63,8.34,SEP102014,KA32,KA32_09052215,KA32_09162014_Pond,35.82,2014-10-22,,4.989583333,,,,,,,8.14,40.2,12.2,,,5.5,0.01,,881.0,0.19,2.49,0.17,1.68,8.23,1.0,0.35,0.0,,,,CP,P4,KA32,7.87,16.92,22.5,11.9,55429.3,8.66,113.91,36.78,,CP,2014-10-22,23.24,32.32,241.05,2.62,157.74,0.0,SEP102014P4
SEP102014,39.59,10.71,8.33,SEP102014,KA32,KA32_09052217,KA32_09162014_Pond,35.82,2014-10-22,,4.989583333,,,,,,,7.87,42.4,12.3,,,6.65,0.02,,883.0,0.18,2.82,0.17,2.11,8.27,0.99,0.91,0.0,,,,CP,P6,KA32,7.97,,,,63054.58,9.92,128.39,42.41,,CP,2014-10-22,23.24,32.32,241.05,2.62,157.74,0.0,SEP102014P6
SEP102014,38.92,11.56,14.18,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,2014-09-29,"1x, 0.11",13.69791667,1.0,768.75,0.373333333,287.0,24.0,0.13,7.9,44.9,19.5,42.33,5.94,3.17,0.05,29.6,885.0,0.39,2.56,0.37,3.09,4.23,1.05,0.5,0.0,0.387,0.0,0.027000000000000003,GT,P1,KA32,7.69,20.74,24.2,18.7,41897.7,6.46,84.13,26.92,6.26,GT,2014-09-29,18.7,88.35,49.33,9.88,56.29,0.2,SEP102014P1
SEP102014,39.4,12.28,11.82,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,2014-09-29,"1x, 0.11",13.69791667,1.0,768.75,0.423333333,325.4375,24.0,0.13,7.93,45.3,19.5,38.0,5.26,3.0,0.12,28.05,886.0,0.45,1.29,0.42,2.73,5.24,1.06,0.11,0.0,1.7,0.0,0.13,GT,P2,KA32,7.94,,,,37607.22,15.9,172.24,23.84,,GT,2014-09-29,18.7,88.35,49.33,9.88,56.29,0.2,SEP102014P2
SEP102014,39.24,11.84,13.23,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,2014-09-29,"1x, 0.11",13.69791667,1.0,768.75,0.41666666700000005,320.3125,24.1,0.1,7.94,45.1,19.6,40.33,15.15,2.89,0.06,30.94,887.0,0.44,3.5,0.42,5.0,4.6,1.04,0.19,0.0,0.171,0.0,0.027999999999999997,GT,P3,KA32,7.95,,,,43119.02,9.91,122.76,27.8,,GT,2014-09-29,18.7,88.35,49.33,9.88,56.29,0.2,SEP102014P3
SEP102014,40.72,11.51,13.5,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.39,199.875,24.0,0.13,7.88,45.2,19.5,46.67,19.21,3.53,0.06,29.3,888.0,0.41,2.44,0.39,4.44,4.9,1.07,0.11,0.0,0.16,0.0,0.021,GT,P4,KA32,7.95,22.04,26.6,18.6,42989.49,3.63,49.03,27.69,,GT,2014-09-29,18.7,88.35,49.33,9.88,56.29,0.2,SEP102014P4
SEP102014,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.0,0.267,0.0,0.016,GT,P5,KA32,7.95,21.62,26.0,18.4,44613.49,0.5,7.06,28.87,,GT,2014-09-29,18.7,88.35,49.33,9.88,56.29,0.2,SEP102014P5
SEP102014,36.35,11.75,14.81,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.46,235.75,24.0,0.13,7.97,45.2,19.6,36.0,12.11,3.89,0.19,20.49,890.0,0.49,4.28,0.46,6.52,5.49,1.1,0.11,0.0,0.157,0.0,0.006999999999999999,GT,P6,KA32,10.23,22.01,26.6,18.6,40326.74,0.02,0.0,25.8,,GT,2014-09-29,18.7,88.35,49.33,9.88,56.29,0.2,SEP102014P6
SEP102014,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.0,0.789,0.0,0.09300000000000001,GT,P1,KA32,7.88,16.25,22.6,11.5,40654.79,8.63,103.85,26.02,256.73,GT,2014-10-06,18.05,52.87,196.94,13.18,212.06,0.0,SEP102014P1
SEP102014,41.19,12.2,14.14,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,2014-10-13,"1x, 0.11",7.0,3.0,768.75,0.250183267,192.3283863,24.9,,7.94,43.7,17.4,33.0,6.06,2.81,0.06,26.03,897.0,,,,,,0.6,0.26,0.0,,0.0,,GT,P1,KA32,7.78,21.23,25.1,18.0,22794.89,8.67,106.7,13.79,200.51,GT,2014-10-13,19.13,80.81,94.63,13.59,115.67,0.0,SEP102014P1
SEP102014,41.0,10.93,12.08,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,2014-10-13,"1x, 0.11",7.0,3.0,768.75,0.22353240000000002,171.8405325,24.9,,7.99,43.8,17.4,39.0,5.13,5.5,0.04,15.7,898.0,,,,,,0.53,0.5,0.0,,0.0,,GT,P2,KA32,7.91,,,,35611.11,13.72,146.45,22.45,,GT,2014-10-13,19.13,80.81,94.63,13.59,115.67,0.0,SEP102014P2
SEP102014,39.68,12.41,10.74,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,2014-10-13,"1x, 0.11",7.0,3.0,768.75,0.260508733,200.2660888,24.9,,7.91,44.2,17.4,33.67,6.18,5.3,0.04,14.06,899.0,,,,,,0.62,0.4,0.0,,0.0,,GT,P3,KA32,7.95,,,,42809.86,8.91,108.52,27.58,,GT,2014-10-13,19.13,80.81,94.63,13.59,115.67,0.0,SEP102014P3
SEP102014,,11.28,,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.17776546699999998,91.10480167,24.9,0.03,7.87,45.1,17.4,71.0,6.14,7.11,0.01,22.1,900.0,,,,,,0.42,0.36,0.0,,0.0,,GT,P4,KA32,7.88,21.18,25.0,18.1,43632.37,2.79,37.3,28.16,,GT,2014-10-13,19.13,80.81,94.63,13.59,115.67,0.0,SEP102014P4
SEP102014,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,0.0,,0.0,,GT,P5,KA32,7.91,20.7,24.3,17.7,42944.26,0.0,0.0,27.67,,GT,2014-10-13,19.13,80.81,94.63,13.59,115.67,0.0,SEP102014P5
SEP102014,37.9,12.11,13.67,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16855626699999998,86.38508667,24.9,0.03,7.84,43.3,17.4,66.0,4.01,5.47,0.02,26.72,902.0,,,,,,0.4,0.38,0.0,,0.0,,GT,P6,KA32,,21.24,25.2,18.0,42955.6,0.02,0.0,27.68,,GT,2014-10-13,19.13,80.81,94.63,13.59,115.67,0.0,SEP102014P6
SEP102014,41.53,11.72,18.61,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,2014-10-20,"1x, 0.11",7.010416667,4.0,887.65,0.18,159.77700000000002,27.9,0.53,7.9,39.0,8.1,24.67,12.39,6.25,0.05,8.74,904.0,0.19,3.69,0.18,7.7,4.35,0.49,0.4,0.0,0.252,0.0,0.0,GT,P2,KA32,7.9,,,,28852.87,10.22,107.23,17.95,,GT,2014-10-20,16.55,63.94,180.81,1.61,199.48,0.0,SEP102014P2
SEP102014,41.66,13.17,12.65,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,2014-10-20,"1x, 0.11",7.010416667,4.0,887.65,0.17654321,156.7085802,27.9,0.5,7.94,38.8,8.1,25.33,15.95,6.72,0.01,8.34,905.0,0.17,3.3,0.18,1.21,-2.95,0.46,0.33,0.0,0.252,0.0,,GT,P3,KA32,7.96,,,,40930.81,8.79,96.96,26.13,,GT,2014-10-20,16.55,63.94,180.81,1.61,199.48,0.0,SEP102014P3
SEP102014,42.21,10.99,16.2,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,2014-10-20,"3x, 0.214",3.010416667,10.0,512.5,0.10666666699999999,54.66666667,23.8,0.41,7.92,41.3,8.1,62.67,4.02,5.25,0.06,26.43,906.0,0.11,5.45,0.11,1.08,2.8,0.27,0.73,0.0,0.257,0.0,,GT,P4,KA32,7.85,17.18,22.7,11.5,46892.96,2.24,28.33,30.5,,GT,2014-10-20,16.55,63.94,180.81,1.61,199.48,0.0,SEP102014P4
SEP102014,43.44,11.77,10.22,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,2014-10-20,"3x, 0.214",3.010416667,10.0,512.5,0.10333333300000001,52.95833333,23.7,0.45,7.88,42.2,8.1,60.33,6.28,6.22,0.05,21.47,907.0,0.11,5.88,0.1,1.12,5.3,0.26,0.38,0.0,0.233,0.0,,GT,P5,KA32,7.89,15.88,20.8,10.7,48444.15,0.0,0.0,31.61,,GT,2014-10-20,16.55,63.94,180.81,1.61,199.48,0.0,SEP102014P5
SEP102014,39.57,12.58,11.56,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,2014-10-20,"3x, 0.214",3.010416667,10.0,512.5,0.08666666699999999,44.41666667,23.7,0.45,7.82,41.8,8.1,63.0,5.72,2.05,0.12,67.94,908.0,0.09,6.74,0.09,8.33,7.18,0.28,0.21,0.0,0.373,0.0,0.063,GT,P6,KA32,,17.26,22.9,11.4,46915.14,0.03,0.0,30.51,,GT,2014-10-20,16.55,63.94,180.81,1.61,199.48,0.0,SEP102014P6
SEP102014,37.48,15.36,13.14,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,2014-10-23,"1x, 0.11",3.0,5.0,1025.0,0.094444444,96.80555556,24.8,,7.72,41.9,4.2,,,,,,909.0,0.1,7.1,0.09,5.67,3.34,0.16,0.35,136.325,,0.0,,GT,P1,KA32,7.89,16.1,16.1,16.1,42144.69,9.58,115.0,27.1,700.0,GT,2014-10-23,12.24,63.82,232.91,1.61,213.58,0.0,SEP102014P1
SEP102014,44.25,12.58,11.22,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,2014-10-23,"1x, 0.11",3.0,5.0,1025.0,0.134285714,137.6428571,24.8,,7.69,42.0,4.2,,,,,,910.0,0.15,5.8,0.13,0.0,10.56,0.27,0.37,130.862,,0.0,,GT,P2,KA32,7.89,,,,31816.77,6.75,71.01,19.84,,GT,2014-10-23,12.24,63.82,232.91,1.61,213.58,0.0,SEP102014P2
SEP102014,40.88,11.86,12.09,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,2014-10-23,"1x, 0.11",3.0,5.0,1025.0,0.125,128.125,24.8,,7.84,41.4,4.2,,,,,,911.0,0.14,1.85,0.12,2.0,7.41,0.23,0.51,147.611,,0.0,,GT,P3,KA32,7.93,,,,43335.58,6.97,70.3,27.6,,GT,2014-10-23,12.24,63.82,232.91,1.61,213.58,0.0,SEP102014P3
SEP102014,38.12,13.23,12.33,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,2014-10-23,"3x, 0.214",1.0,12.0,1025.0,0.08,82.0,24.8,0.22,7.53,40.5,4.2,,,,,,912.0,0.09,29.89,0.08,31.92,12.87,0.17,0.87,134.275,,0.0,,GT,P4,KA32,7.9,13.35,18.6,8.4,46033.38,1.95,22.7,29.81,,GT,2014-10-23,12.24,63.82,232.91,1.61,213.58,0.0,SEP102014P4
SEP102014,38.41,12.35,15.2,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,2014-10-23,"3x, 0.214",1.0,12.0,1025.0,0.0825,84.5625,24.8,0.22,7.47,41.2,4.2,,,,,,913.0,0.09,7.01,0.08,9.46,6.26,0.14,0.7,142.835,,0.0,,GT,P5,KA32,7.91,11.94,16.3,7.7,47998.31,0.0,0.0,31.17,,GT,2014-10-23,12.24,63.82,232.91,1.61,213.58,0.0,SEP102014P5
SEP102014,35.54,14.41,13.86,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,2014-10-23,"3x, 0.214",1.0,12.0,1025.0,0.088888889,91.11111111,24.8,0.22,7.82,40.6,4.2,,,,,,914.0,0.1,2.0,0.09,2.17,7.5,0.16,0.73,119.565,,0.0,,GT,P6,KA32,,13.36,18.7,8.4,45811.15,0.04,0.0,29.64,,GT,2014-10-23,12.24,63.82,232.91,1.61,213.58,0.0,SEP102014P6
JUN112014,43.37,8.53,15.05,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,2014-06-18,"1x, 0.11",8.635416667000001,1.0,801.55,0.323333333,259.1678333,25.8,0.78,7.94,25.7,24.1,75.0,,,,,915.0,0.36,1.6,0.32,0.89,10.58,1.04,0.77,0.0,,0.0,,FA,P1,KA32,7.82,26.16,32.1,23.8,43933.93,6.85,101.36,28.52,462.9,FA,2014-06-18,25.76,41.87,163.7,0.75,199.63,0.03,JUN112014P1
JUN112014,42.19,8.4,15.66,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,2014-06-18,"1x, 0.11",8.635416667000001,1.0,789.25,0.337777778,266.5911111,25.5,0.62,7.93,26.4,24.1,63.0,,,,,916.0,0.37,2.9,0.34,1.14,9.76,1.02,0.68,0.0,,0.0,,FA,P2,KA32,7.87,26.36,32.7,23.8,46992.94,7.54,113.04,30.55,,FA,2014-06-18,25.76,41.87,163.7,0.75,199.63,0.03,JUN112014P2
JUN112014,43.05,8.72,11.77,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,2014-06-18,"3x, 0.3",8.635416667000001,1.0,762.6,0.33,251.658,26.1,0.78,7.84,25.9,24.1,56.0,,,,,917.0,0.38,2.31,0.33,0.0,11.97,1.05,0.22,0.0,,0.0,,FA,P3,KA32,7.88,26.4,32.2,23.8,47145.3,7.46,111.85,30.65,,FA,2014-06-18,25.76,41.87,163.7,0.75,199.63,0.03,JUN112014P3
JUN112014,42.58,9.03,11.87,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,2014-06-18,"3x, 0.3",8.635416667000001,1.0,762.6,0.321666667,245.303,26.1,0.78,7.71,25.6,24.3,57.0,,,,,918.0,0.36,2.11,0.32,0.9,11.04,1.02,0.79,0.0,,0.0,,FA,P4,KA32,7.84,26.62,32.2,24.0,46649.46,7.96,119.05,30.28,,FA,2014-06-18,25.76,41.87,163.7,0.75,199.63,0.03,JUN112014P4
JUN112014,42.69,8.79,8.45,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,2014-06-18,"3x, 0.214",8.635416667000001,1.0,549.4,0.36,197.78400000000002,25.9,0.94,7.95,24.9,24.1,54.0,,,,,919.0,0.4,2.61,0.36,3.67,9.63,1.09,0.21,0.0,,0.0,,FA,P5,KA32,7.87,26.36,32.7,23.8,46992.94,7.54,113.04,30.55,,FA,2014-06-18,25.76,41.87,163.7,0.75,199.63,0.03,JUN112014P5
JUN112014,41.86,7.83,10.74,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,2014-06-18,"3x, 0.214",8.635416667000001,1.0,533.0,0.32666666699999997,174.11333330000002,25.5,0.47,7.8,25.5,24.2,56.0,,,,,920.0,0.37,0.78,0.33,1.77,11.32,1.07,0.22,0.0,,0.0,,FA,P6,KA32,7.85,,,,44123.65,7.77,115.69,28.45,,FA,2014-06-18,25.76,41.87,163.7,0.75,199.63,0.03,JUN112014P6
JUN112014,36.0,9.68,15.59,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,15.65,2014-06-25,"1x, 0.11",7.010416667,2.0,797.45,0.359774011,286.90178530000003,25.7,0.75,7.83,30.0,24.5,48.0,,,,,921.0,0.41,1.38,0.36,0.93,12.97,1.15,1.07,0.0,0.175,0.0,,FA,P1,KA32,7.86,28.28,33.8,23.7,50230.14,6.97,109.66,32.83,668.54,FA,2014-06-25,28.34,50.1,300.56,0.8,173.91,0.0,JUN112014P1
JUN112014,31.61,7.88,17.61,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,15.65,2014-06-25,"1x, 0.11",7.010416667,2.0,797.45,0.350941634,279.8584061,25.7,0.6,7.97,33.4,24.5,61.0,,,,,922.0,0.41,2.97,0.35,1.93,14.68,1.03,0.23,0.0,0.0,0.0,,FA,P2,KA32,7.9,28.4,34.4,23.7,53424.2,7.42,118.68,35.16,,FA,2014-06-25,28.34,50.1,300.56,0.8,173.91,0.0,JUN112014P2
JUN112014,37.59,8.32,14.5,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,15.65,2014-06-25,"3x, 0.3",2.0,4.0,717.5,0.174856001,125.4591807,24.4,0.9,7.95,36.4,24.6,100.0,,,,,923.0,0.22,2.23,0.17,2.3,19.68,0.51,0.45,0.0,,0.0,,FA,P3,KA32,7.87,28.35,34.2,23.7,56046.26,7.48,120.4,37.11,,FA,2014-06-25,28.34,50.1,300.56,0.8,173.91,0.0,JUN112014P3
JUN112014,38.29,9.52,19.71,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,15.65,2014-06-25,"3x, 0.3",2.0,4.0,717.5,0.162309971,116.45740409999999,24.6,0.6,7.95,35.8,24.7,81.0,,,,,924.0,0.21,2.48,0.16,4.58,21.46,0.48,0.83,0.0,,0.0,,FA,P4,KA32,7.65,25.35,25.9,24.8,54828.31,5.11,76.54,36.31,,FA,2014-06-25,28.34,50.1,300.56,0.8,173.91,0.0,JUN112014P4
JUN112014,38.35,7.8,14.19,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,2014-07-02,"1x, 0.11",7.010416667,3.0,768.75,0.35579210899999997,273.5151838,22.8,0.16,7.86,32.7,23.7,40.0,,,,,927.0,0.41,3.49,0.36,1.98,13.35,0.86,0.46,0.0,,0.0,,FA,P1,KA32,7.86,27.12,32.5,23.3,51723.33,6.65,103.42,33.95,538.11,FA,2014-07-02,28.14,47.09,268.9,2.78,120.0,0.0,JUN112014P1
JUN112014,36.19,6.87,14.84,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,2014-07-02,"1x, 0.11",7.010416667,3.0,768.75,0.364373165,280.1118708,22.9,0.16,7.8,35.6,23.6,46.8,,,,,928.0,0.44,2.77,0.36,1.04,17.67,0.58,6.01,0.0,,0.0,,FA,P2,KA32,7.85,27.33,33.0,23.3,55321.9,7.05,111.88,36.61,,FA,2014-07-02,28.14,47.09,268.9,2.78,120.0,0.0,JUN112014P2
JUN112014,40.14,11.06,15.11,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,2014-07-02,"3x, 0.3",2.010416667,7.0,717.5,0.14595011900000002,104.7192103,22.8,0.16,7.9,36.3,23.7,79.0,,,,,929.0,0.19,7.0,0.15,1.8,24.18,0.41,0.97,0.0,0.225,0.0,,FA,P3,KA32,7.89,27.12,32.6,23.3,56023.28,7.63,120.17,37.14,,FA,2014-07-02,28.14,47.09,268.9,2.78,120.0,0.0,JUN112014P3
JUN112014,39.02,10.6,14.01,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,2014-07-02,"3x, 0.3",2.010416667,7.0,717.5,0.16169072199999998,116.01309280000001,22.8,0.31,7.74,35.5,23.7,75.0,,,,,930.0,0.21,5.51,0.16,4.66,21.55,0.46,2.3,0.0,,0.0,,FA,P4,KA32,7.89,28.52,32.2,26.0,56341.4,6.09,97.08,37.35,,FA,2014-07-02,28.14,47.09,268.9,2.78,120.0,0.0,JUN112014P4
JUN112014,37.46,6.41,10.24,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,2014-07-02,"3x, 0.214",2.010416667,7.0,512.5,0.230374269,118.0668129,22.8,0.16,7.88,35.2,23.7,69.0,,,,,931.0,0.28,4.22,0.23,3.19,16.86,,,0.0,,0.0,,FA,P5,KA32,7.88,27.98,31.2,25.8,56848.42,5.29,83.96,37.73,,FA,2014-07-02,28.14,47.09,268.9,2.78,120.0,0.0,JUN112014P5
JUN112014,37.52,6.7,18.88,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,2014-07-02,"3x, 0.214",2.010416667,7.0,512.5,0.218691553,112.079421,23.0,,7.8,35.8,23.7,61.0,,,,,932.0,0.26,2.97,0.22,2.07,17.41,0.45,0.89,0.0,0.05,0.0,,FA,P6,KA32,7.85,,,,56342.94,5.65,89.25,37.37,,FA,2014-07-02,28.14,47.09,268.9,2.78,120.0,0.0,JUN112014P6
JUN112014,36.3,7.71,11.63,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,29.65,2014-07-09,"1x, 0.11",6.989583333,4.0,776.95,0.184870859,143.6354137,25.2,,7.88,32.6,23.6,65.0,,,,,933.0,0.23,0.61,0.18,3.35,20.46,0.33,2.53,0.0,0.05,0.0,,FA,P1,KA32,7.86,27.01,33.2,23.0,52144.43,6.54,100.9,34.26,595.17,FA,2014-07-09,25.57,87.57,246.77,0.96,170.43,0.41,JUN112014P1
JUN112014,38.39,8.38,15.96,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,29.65,2014-07-09,"1x, 0.11",6.989583333,4.0,776.95,0.163517875,127.0452129,25.2,,7.45,32.0,23.6,67.0,,,,,934.0,0.22,1.85,0.16,3.81,24.48,0.27,3.03,0.0,,0.0,,FA,P2,KA32,7.87,26.99,33.1,23.0,51887.6,6.84,105.46,34.06,,FA,2014-07-09,25.57,87.57,246.77,0.96,170.43,0.41,JUN112014P2
JUN112014,37.15,11.68,31.02,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,29.65,2014-07-09,"3x, 0.3",5.0,9.0,738.0,0.079062736,58.34829932,25.5,,7.46,34.3,23.5,63.0,,,,,935.0,0.11,3.75,0.08,4.76,27.32,0.26,1.52,0.0,,0.0,,FA,P3,KA32,7.89,27.07,33.9,23.0,53311.21,7.94,123.51,35.12,,FA,2014-07-09,25.57,87.57,246.77,0.96,170.43,0.41,JUN112014P3
JUN112014,40.19,9.12,22.58,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,29.65,2014-07-09,"3x, 0.3",5.0,9.0,733.9,0.10716835699999999,78.6508572,25.4,,7.73,33.5,23.7,62.0,,,,,936.0,0.14,0.83,0.11,0.97,21.95,0.28,0.7,0.0,,0.0,,FA,P4,KA32,7.81,27.37,33.7,23.2,52430.4,8.15,126.2,34.46,,FA,2014-07-09,25.57,87.57,246.77,0.96,170.43,0.41,JUN112014P4
JUN112014,30.1,11.22,14.8,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,29.65,2014-07-09,"3x, 0.214",5.0,9.0,528.9,0.17971332,95.05037485,25.4,,7.86,31.3,23.6,73.0,,,,,937.0,0.23,2.93,0.18,4.08,20.78,0.32,1.27,0.0,,0.0,,FA,P6,KA32,7.82,,,,49447.58,8.56,132.34,32.26,,FA,2014-07-09,25.57,87.57,246.77,0.96,170.43,0.41,JUN112014P6
JUN112014,40.19,7.97,12.8,JUN112014,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,36.65,2014-07-16,"1x, 0.11",7.0,5.0,1025.0,0.221057312,226.5837444,24.6,0.3,7.69,34.5,24.6,54.0,,,,,938.0,0.28,2.01,0.22,3.28,19.64,0.57,1.62,62.013000000000005,0.3,0.0,,FA,P1,KA32,7.92,23.72,24.4,23.4,53497.35,4.21,61.06,35.35,47.84,FA,2014-07-16,23.2,96.39,40.11,0.0,270.0,0.79,JUN112014P1
