ExperimentID,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID_x,SourceID,BatchID,Duration.days,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH_x,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.utilized.g,NO3.demand.g.N.g.AFDW,NH4.utilized.g,P.demand.g.P.g.AFDW,SiteID2,PondID,StrainID_y,pH_y,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s),SiteID,Date,AirTemp(C),RH(%),GlobalLightEnergy(W.m2),WindSpeed(km.hr),WDir(deg),Precip.tot(cm)
MAY052015,41.93,6.86,11.24,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,25.9,2015-06-08,,,,,,,25.0,0.17,7.8,34.9,22.4,20.69,0.67,2.2,1.4,6.5,1500.0,0.19,1.9,0.19,1.17,0.7,0.36,0.44,,,,0.017,CELL,P2,KA32,7.8,25.01,28.89,21.65,53327.7,9.29,138.81,35.19,,CELL,2015-06-08,26.13,72.59,201.83,4.89,169.17,0.0
MAY052015,34.98,15.83,11.95,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,25.9,2015-06-08,"NH4, 3x, 0.214",3.0,5.0,287.0,0.249810345,71.69556897,25.0,0.17,6.9,35.2,22.3,,,0.09,4.39,,1501.0,0.25,0.82,0.25,0.67,1.13,0.54,0.15,0.0,,0.0,0.008,CELL,P3,KA32,7.98,24.96,28.76,21.52,53761.54,7.98,118.98,35.51,387.9,CELL,2015-06-08,26.13,72.59,201.83,4.89,169.17,0.0
MAY052015,29.85,15.06,13.75,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,25.9,2015-06-08,"NH4, 3x, 0.214",3.0,4.0,328.0,0.29122390600000003,95.52144108,25.0,0.17,7.7,34.0,22.3,,,0.07,1.48,,1502.0,0.3,1.6,0.29,1.65,2.63,0.58,0.71,0.0,,0.0,0.009000000000000001,CELL,P4,KA32,7.79,25.26,29.73,21.17,54271.15,5.22,78.51,35.88,,CELL,2015-06-08,26.13,72.59,201.83,4.89,169.17,0.0
MAY052015,43.9,7.34,7.84,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,25.9,2015-06-08,,,,,,,25.0,0.17,7.9,34.5,22.3,16.87,1.12,1.53,1.62,7.63,1503.0,0.14,1.66,0.13,2.81,5.69,0.27,0.31,,,,0.03,CELL,P5,KA32,7.84,25.56,30.02,21.39,53484.68,6.1,92.43,35.3,,CELL,2015-06-08,26.13,72.59,201.83,4.89,169.17,0.0
MAY052015,40.42,13.22,13.22,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,26.9,2015-06-09,,,,,,,25.0,,6.5,34.3,23.0,,,1.26,0.99,,1504.0,0.18,0.58,0.17,0.43,5.26,0.4,0.07,,,,0.004,CELL,P1,KA32,-0.01,,,,,0.03,0.17,,,CELL,2015-06-09,26.02,76.02,292.52,6.39,164.34,0.05
MAY052015,43.39,7.01,8.84,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,26.9,2015-06-09,,,,,,,25.0,,8.0,34.1,22.8,17.29,2.11,1.84,3.01,6.52,1505.0,0.22,2.07,0.22,3.61,3.98,0.42,0.55,,0.113,,0.012,CELL,P2,KA32,7.85,25.78,30.82,21.83,51951.52,9.74,146.84,34.15,,CELL,2015-06-09,26.02,76.02,292.52,6.39,164.34,0.05
MAY052015,43.05,13.05,10.11,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,26.9,2015-06-09,,,,,,,27.0,,6.9,36.2,22.1,,,0.47,1.93,,1506.0,0.18,0.99,0.18,1.1,0.81,0.4,0.09,,,,0.006999999999999999,CELL,P3,KA32,7.99,25.39,30.37,21.65,54436.83,9.09,137.65,36.0,539.21,CELL,2015-06-09,26.02,76.02,292.52,6.39,164.34,0.05
MAY052015,32.81,16.42,15.35,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,26.9,2015-06-09,,,,,,,25.0,,7.6,35.4,22.4,,,0.27,1.57,,1507.0,0.21,0.42,0.21,0.17,0.38,0.43,0.28,,,,,CELL,P4,KA32,7.72,25.97,31.76,21.45,53587.4,4.17,62.64,35.35,,CELL,2015-06-09,26.02,76.02,292.52,6.39,164.34,0.05
MAY052015,43.77,8.43,10.79,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,26.9,2015-06-09,,,,,,,25.0,,8.0,34.0,22.5,13.8,0.7,1.23,2.01,7.77,1508.0,0.19,3.77,0.18,1.33,6.19,0.36,0.99,,0.061,,0.006,CELL,P5,KA32,7.87,26.62,32.79,21.65,52389.78,6.3,97.3,34.44,,CELL,2015-06-09,26.02,76.02,292.52,6.39,164.34,0.05
MAY052015,40.01,12.68,12.37,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,27.9,2015-06-10,,,,,,,25.0,,6.7,35.1,21.8,,,0.8,1.94,,1509.0,0.22,2.03,0.2,0.2,8.12,0.47,0.29,,,,0.015,CELL,P1,KA32,4.28,26.49,30.13,23.33,30003.26,5.45,81.75,19.76,,CELL,2015-06-10,25.71,76.97,265.5,5.56,155.7,0.0
MAY052015,37.27,7.73,8.22,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,27.9,2015-06-10,,,,,,,25.0,,7.8,34.4,22.1,13.86,1.01,1.26,0.68,7.63,1510.0,0.26,3.23,0.25,2.61,5.44,0.49,0.59,,0.114,,0.019,CELL,P2,KA32,7.88,25.87,34.54,21.7,48304.3,9.62,143.86,31.77,,CELL,2015-06-10,25.71,76.97,265.5,5.56,155.7,0.0
MAY052015,34.15,15.46,15.79,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,27.9,2015-06-10,,,,,,,25.0,,7.5,35.5,22.0,,,0.26,2.24,,1512.0,0.19,0.55,0.19,0.39,-0.08,0.4,0.17,,,,,CELL,P4,KA32,7.55,25.64,33.76,21.15,52080.77,4.16,61.74,34.43,,CELL,2015-06-10,25.71,76.97,265.5,5.56,155.7,0.0
MAY052015,42.8,9.54,9.49,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,27.9,2015-06-10,,,,,,,25.0,,7.8,34.4,21.9,11.65,0.48,0.68,2.18,11.9,1513.0,0.24,1.87,0.23,1.11,3.94,0.44,0.55,,0.043,,0.011000000000000001,CELL,P5,KA32,5.36,26.21,34.38,21.51,52073.11,5.29,80.67,34.31,,CELL,2015-06-10,25.71,76.97,265.5,5.56,155.7,0.0
MAY052015,34.04,15.22,15.56,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,28.9,2015-06-11,,,,,,,25.0,,7.8,34.5,22.0,,,0.64,2.45,,1514.0,0.24,1.92,0.22,1.77,7.4,0.5,0.32,,,,0.008,CELL,P1,KA32,7.98,25.28,30.93,21.29,54187.85,7.85,117.23,35.81,,CELL,2015-06-11,25.93,74.68,310.06,6.86,179.43,0.0
MAY052015,41.56,8.18,9.44,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,28.9,2015-06-11,,,,,,,25.0,,7.9,34.4,22.4,10.21,0.62,0.21,2.41,34.17,1515.0,0.27,1.99,0.27,1.46,2.11,0.54,0.51,,0.182,,0.052000000000000005,CELL,P2,KA32,7.87,25.63,31.18,21.82,52600.38,11.11,167.6,34.63,,CELL,2015-06-11,25.93,74.68,310.06,6.86,179.43,0.0
MAY052015,37.53,13.25,11.33,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,28.9,2015-06-11,,,,,,,25.5,0.5,7.7,38.6,21.8,,,0.12,2.95,,1516.0,0.23,0.69,0.23,1.11,2.12,0.48,0.22,,,,0.0,CELL,P3,KA32,7.69,25.29,30.83,21.43,57401.87,7.58,115.6,38.22,569.96,CELL,2015-06-11,25.93,74.68,310.06,6.86,179.43,0.0
MAY052015,34.39,11.87,15.71,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,28.9,2015-06-11,,,,,,,25.0,,7.6,35.3,22.6,,,0.35,1.64,,1517.0,0.17,0.37,0.17,0.46,1.54,0.34,0.02,,,,,CELL,P4,KA32,7.44,25.97,31.95,21.38,54856.9,4.26,64.56,36.29,,CELL,2015-06-11,25.93,74.68,310.06,6.86,179.43,0.0
MAY052015,42.47,11.69,8.1,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,28.9,2015-06-11,,,,,,,25.0,,8.6,34.6,22.5,7.45,2.37,0.84,1.26,6.15,1518.0,0.28,3.29,0.27,1.69,4.12,0.54,0.45,,0.105,,,CELL,P5,KA32,6.39,26.86,32.76,21.78,50575.34,5.35,82.25,33.35,,CELL,2015-06-11,25.93,74.68,310.06,6.86,179.43,0.0
MAY052015,32.46,13.18,16.83,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,29.9,2015-06-12,,,,,,,25.0,,7.7,34.5,21.3,,,0.73,0.98,,1519.0,0.24,2.18,0.22,0.24,8.15,0.48,0.57,,,,,CELL,P1,KA32,7.65,25.08,30.28,20.7,54351.82,7.9,117.71,35.94,,CELL,2015-06-12,26.51,70.32,320.25,8.16,161.67,0.0
MAY052015,41.92,10.86,9.5,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,29.9,2015-06-12,,,,,,,25.0,,7.9,34.7,21.4,6.79,0.95,0.49,0.7,9.62,1520.0,0.34,6.87,0.32,7.2,5.97,0.65,0.48,,0.068,,,CELL,P2,KA32,7.88,25.54,30.64,21.12,53188.72,11.64,175.51,35.07,,CELL,2015-06-12,26.51,70.32,320.25,8.16,161.67,0.0
MAY052015,36.95,14.52,15.22,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,29.9,2015-06-12,,,,,,,25.0,0.5,7.6,39.2,21.2,,,0.11,4.07,,1521.0,0.26,0.63,0.25,0.0,4.5,0.46,0.24,,,,0.0,CELL,P3,KA32,7.7,25.17,30.51,20.82,58941.91,7.02,107.05,39.38,587.02,CELL,2015-06-12,26.51,70.32,320.25,8.16,161.67,0.0
MAY052015,36.66,10.95,15.61,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,29.9,2015-06-12,,,,,,,25.0,,7.6,35.4,21.2,,,0.46,1.6,,1522.0,0.16,1.65,0.15,1.89,1.83,0.3,0.31,,,,,CELL,P4,KA32,7.59,25.78,31.78,20.54,54955.03,4.93,75.06,36.37,,CELL,2015-06-12,26.51,70.32,320.25,8.16,161.67,0.0
MAY052015,41.08,12.99,10.71,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,29.9,2015-06-12,,,,,,,25.0,,8.0,35.1,21.3,2.59,0.98,0.06,4.56,27.84,1523.0,0.32,3.33,0.3,2.63,5.29,0.68,1.35,,0.162,,0.026000000000000002,CELL,P5,KA32,7.86,26.63,33.13,20.85,54723.43,5.45,84.46,36.17,,CELL,2015-06-12,26.51,70.32,320.25,8.16,161.67,0.0
MAY052015,33.67,13.82,16.54,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,32.9,2015-06-15,"NH4, 3x, 0.214",7.0,4.0,1035.25,0.18615,192.7117875,25.25,,7.7,34.1,22.8,,,1.29,1.44,,1524.0,0.21,3.81,0.19,3.61,10.45,0.32,0.39,0.0,,3.444,,CELL,P1,KA32,5.72,27.4,36.51,22.45,21167.26,7.91,107.38,13.94,,CELL,2015-06-15,26.02,80.09,225.88,5.34,169.51,0.0
MAY052015,36.77,13.37,12.04,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,32.9,2015-06-15,"NO3, 3x, 0.214",10.0,6.0,1035.25,0.375581395,388.8206395,25.25,,7.9,34.3,22.9,,,,,,1525.0,0.4,0.17,0.38,0.7,5.59,0.76,2.65,68.581,,0.0,,CELL,P2,KA32,5.55,27.63,38.66,22.54,20920.74,9.24,125.83,13.75,,CELL,2015-06-15,26.02,80.09,225.88,5.34,169.51,0.0
MAY052015,32.06,14.93,14.87,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,32.9,2015-06-15,"NH4, 3x, 0.214",7.0,6.0,1045.5,0.2171875,227.0695313,25.5,,7.7,38.6,22.8,,,0.28,1.32,,1526.0,0.23,1.69,0.22,1.26,5.58,0.41,0.47,0.0,,63.928999999999995,,CELL,P3,KA32,5.92,26.1,31.63,22.43,21985.21,6.03,80.93,14.63,439.21,CELL,2015-06-15,26.02,80.09,225.88,5.34,169.51,0.0
MAY052015,29.72,9.92,24.59,MAY052015,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,32.9,2015-06-15,"NH4, 3x, 0.214",7.0,5.0,1045.5,0.137195065,143.4374406,25.5,,7.2,34.2,23.3,,,0.14,1.79,,1527.0,0.15,7.0,0.14,7.19,11.22,0.19,3.4,0.0,,5.585,,CELL,P4,KA32,5.08,27.92,39.16,22.7,23995.08,5.32,73.78,15.46,,CELL,2015-06-15,26.02,80.09,225.88,5.34,169.51,0.0
MAY052015,32.44,16.08,16.65,MAY052015,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,32.9,2015-06-15,"NO3, 3x, 0.214",10.0,6.0,1035.25,0.3664,379.3156,25.25,,7.9,34.7,23.3,,,,,,1528.0,0.39,0.36,0.37,0.08,5.63,0.69,2.4,77.992,,0.0,,CELL,P5,KA32,7.84,26.68,32.28,22.9,21220.22,4.28,57.62,13.9,,CELL,2015-06-15,26.02,80.09,225.88,5.34,169.51,0.0
MAY052015,42.46,12.84,7.59,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,22.88,2015-05-29,"NO3, 3x, 0.214",3.986111111,3.0,512.5,0.321285714,164.6589286,24.4,1.88,7.95,33.4,13.6,25.3,1.01,0.45,4.59,123.59,1540.0,0.34,4.22,0.32,3.24,6.7,1.78,0.67,0.0,0.18899999999999997,0.0,0.01,CP,P4,KA32,7.98,18.69,26.1,12.9,51046.4,11.15,149.36,33.54,,CP,2015-05-29,15.14,80.38,294.21,4.8,285.04,0.0
MAY052015,45.49,13.91,7.31,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,22.88,2015-05-29,"NO3, 3x, 0.214",3.986111111,3.0,512.5,0.35293333299999996,180.8783333,24.5,1.56,7.81,32.4,13.6,24.03,2.38,0.26,2.25,207.34,1541.0,0.38,1.57,0.35,0.81,6.24,1.77,1.95,0.0,0.171,0.0,0.01,CP,P5,KA32,7.92,18.57,25.9,12.9,50609.26,10.5,140.31,33.22,,CP,2015-05-29,15.14,80.38,294.21,4.8,285.04,0.0
MAY052015,47.78,13.54,7.18,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,22.88,2015-05-29,"NO3, 3x, 0.214",3.986111111,3.0,512.5,0.33946666700000006,173.97666669999998,24.4,1.88,8.08,32.7,13.5,19.02,1.01,0.1,5.97,435.6,1542.0,0.36,1.96,0.34,2.1,5.56,1.8,2.23,0.0,0.17800000000000002,0.0,0.009000000000000001,CP,P6,KA32,7.97,18.74,25.8,12.9,50044.93,8.34,110.92,32.79,,CP,2015-05-29,15.14,80.38,294.21,4.8,285.04,0.0
MAY052015,49.95,12.47,6.22,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,29.88,2015-06-05,"NH4, 3x, 0.214",4.027777778,5.0,512.5,0.259285714,132.8839286,24.5,0.48,7.67,40.4,13.9,,,0.12,4.95,43.35,1543.0,0.28,6.42,0.26,5.78,6.83,1.78,1.4,0.0,,0.0,,CP,P1,KA32,7.76,19.35,25.6,13.2,55864.73,9.89,136.29,37.11,,CP,2015-06-05,15.61,77.58,302.33,5.03,265.88,0.0
MAY052015,47.63,12.74,6.57,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,29.88,2015-06-05,"NH4, 3x, 0.214",4.027777778,5.0,512.5,0.27399999999999997,140.425,24.5,,7.66,39.5,14.2,,,0.05,0.0,157.03,1544.0,0.29,8.12,0.27,8.17,6.41,1.76,0.1,0.0,,0.0,,CP,P2,KA32,7.83,19.19,25.8,13.3,54621.96,8.66,118.42,36.17,571.55,CP,2015-06-05,15.61,77.58,302.33,5.03,265.88,0.0
MAY052015,45.6,12.63,7.47,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,29.88,2015-06-05,"NH4, 3x, 0.214",4.027777778,5.0,512.5,0.291666667,149.47916669999998,24.6,,7.71,39.5,13.9,,,0.05,12.37,31.34,1545.0,0.31,1.38,0.29,1.09,5.71,1.61,0.4,0.0,,0.0,,CP,P3,KA32,7.89,18.89,25.4,13.1,56393.78,9.1,124.76,37.51,,CP,2015-06-05,15.61,77.58,302.33,5.03,265.88,0.0
MAY052015,49.03,12.99,5.88,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,29.88,2015-06-05,"NO3, 3x, 0.214",4.027777778,5.0,512.5,0.259,132.7375,24.6,0.19,7.89,40.3,13.9,4.65,5.63,0.11,5.41,96.54,1546.0,0.28,8.37,0.26,8.33,6.01,1.73,0.12,0.0,0.672,0.0,,CP,P4,KA32,7.98,19.01,25.7,13.1,57066.97,10.51,144.94,38.0,,CP,2015-06-05,15.61,77.58,302.33,5.03,265.88,0.0
MAY052015,43.74,13.94,7.14,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,29.88,2015-06-05,"NO3, 3x, 0.214",4.027777778,5.0,512.5,0.29100000000000004,149.1375,24.6,0.19,7.83,40.2,13.8,16.25,7.28,0.14,8.45,263.28,1547.0,0.31,2.85,0.29,0.93,6.98,1.53,0.18,0.0,0.138,0.0,,CP,P5,KA32,8.04,19.08,25.5,13.1,52292.22,8.7,118.31,34.8,,CP,2015-06-05,15.61,77.58,302.33,5.03,265.88,0.0
MAY052015,46.22,12.48,7.74,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,29.88,2015-06-05,"NO3, 3x, 0.214",4.027777778,5.0,512.5,0.293238095,150.28452380000002,24.6,,8.17,41.0,13.6,24.98,6.38,0.06,10.19,976.16,1548.0,0.32,2.11,0.29,1.22,7.23,1.59,0.78,0.0,0.0,0.0,,CP,P6,KA32,8.02,18.94,25.4,13.1,54146.71,7.41,100.48,35.98,,CP,2015-06-05,15.61,77.58,302.33,5.03,265.88,0.0
MAY052015,48.92,13.09,8.61,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,32.85,2015-06-08,"NH4, 3x, 0.214",2.9756944439999997,6.0,512.5,0.260904762,133.7136905,23.3,0.59,7.51,39.5,14.6,,,0.09,8.44,7.3,1549.0,0.28,6.79,0.26,6.46,6.47,1.71,0.39,0.0,,0.0,0.006,CP,P1,KA32,7.74,21.2,28.9,14.0,54624.48,9.4,133.45,36.16,,CP,2015-06-08,18.93,70.12,341.17,4.14,240.71,0.0
MAY052015,51.07,13.58,8.49,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,32.85,2015-06-08,"NH4, 3x, 0.214",2.9756944439999997,6.0,512.5,0.31825,163.103125,22.9,0.73,7.59,38.3,14.6,,,0.03,13.91,14.79,1550.0,0.33,1.81,0.32,1.85,4.55,1.68,0.48,0.0,,0.0,0.005,CP,P2,KA32,7.81,21.02,28.8,13.8,53290.88,8.54,120.39,35.17,610.66,CP,2015-06-08,18.93,70.12,341.17,4.14,240.71,0.0
MAY052015,51.86,14.2,9.14,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,32.85,2015-06-08,"NH4, 3x, 0.214",2.9756944439999997,6.0,512.5,0.250666667,128.46666670000002,22.8,0.76,7.61,38.3,14.6,,,0.02,4.69,413.5,1551.0,0.27,7.39,0.25,7.73,7.08,1.6,0.37,0.0,,0.0,0.004,CP,P3,KA32,7.87,20.77,28.2,13.7,54184.18,8.93,125.55,35.84,,CP,2015-06-08,18.93,70.12,341.17,4.14,240.71,0.0
MAY052015,49.79,13.7,10.91,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,32.85,2015-06-08,"NO3, 3x, 0.214",2.9756944439999997,6.0,512.5,0.268619048,137.6672619,22.9,0.73,7.9,38.2,14.6,6.22,3.37,0.11,7.0,120.73,1552.0,0.29,0.63,0.27,1.15,7.24,1.4,0.49,0.0,0.08199999999999999,0.0,0.003,CP,P4,KA32,7.98,20.7,28.4,13.6,55342.32,8.77,123.76,36.7,,CP,2015-06-08,18.93,70.12,341.17,4.14,240.71,0.0
MAY052015,45.28,13.28,10.95,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,32.85,2015-06-08,"NO3, 3x, 0.214",2.9756944439999997,6.0,512.5,0.259428571,132.9571429,23.7,0.45,7.98,39.0,14.4,8.07,6.79,0.13,8.16,136.12,1553.0,0.27,1.52,0.26,1.32,5.48,1.33,0.22,0.0,0.075,0.0,0.003,CP,P5,KA32,7.75,20.92,28.2,13.7,53664.12,8.62,121.98,35.56,,CP,2015-06-08,18.93,70.12,341.17,4.14,240.71,0.0
MAY052015,45.29,13.37,10.38,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,32.85,2015-06-08,"NO3, 3x, 0.214",2.9756944439999997,6.0,512.5,0.256904762,131.6636905,22.5,0.87,8.02,37.9,14.7,7.15,9.51,0.03,6.82,535.96,1554.0,0.27,4.95,0.26,4.41,6.45,1.39,0.72,0.0,0.099,0.0,0.005,CP,P6,KA32,7.95,19.82,28.2,13.6,55478.01,7.7,107.46,36.79,,CP,2015-06-08,18.93,70.12,341.17,4.14,240.71,0.0
MAY052015,48.94,13.54,7.97,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,33.85,2015-06-09,,,,,,,24.3,0.8,7.51,38.2,15.1,,,0.08,4.9,44.8,1555.0,0.21,1.06,0.2,0.92,5.6,0.99,0.45,,,,0.009000000000000001,CP,P1,KA32,7.52,15.9,17.5,14.8,54348.52,6.68,84.24,36.0,,CP,2015-06-09,16.57,80.08,77.75,3.67,232.33,0.03
MAY052015,48.75,13.47,8.03,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,33.85,2015-06-09,,,,,,,24.0,1.15,7.58,37.3,15.0,,,0.05,7.46,85.42,1556.0,0.21,0.73,0.2,0.42,6.61,1.02,0.62,,,,0.009000000000000001,CP,P2,KA32,7.88,16.24,19.4,14.5,51476.01,8.02,100.64,33.87,155.19,CP,2015-06-09,16.57,80.08,77.75,3.67,232.33,0.03
MAY052015,48.61,13.34,8.83,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,33.85,2015-06-09,,,,,,,24.0,1.15,7.6,37.5,14.9,,,0.04,6.97,233.94,1557.0,0.21,0.82,0.2,1.54,4.7,0.96,0.4,,,,0.01,CP,P3,KA32,7.93,16.11,19.1,14.4,47226.18,8.8,108.2,30.81,,CP,2015-06-09,16.57,80.08,77.75,3.67,232.33,0.03
MAY052015,42.62,14.3,11.69,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,33.85,2015-06-09,,,,,,,24.0,1.15,7.84,37.4,14.9,4.12,5.09,0.07,4.49,122.66,1558.0,0.19,1.53,0.18,0.84,6.87,0.88,0.23,,0.087,,0.008,CP,P4,KA32,7.98,16.03,19.1,14.3,53313.28,8.27,104.15,35.21,,CP,2015-06-09,16.57,80.08,77.75,3.67,232.33,0.03
MAY052015,43.52,14.56,11.76,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,33.85,2015-06-09,,,,,,,24.0,1.15,7.49,37.9,14.9,4.81,5.62,0.1,4.68,107.59,1559.0,0.19,0.69,0.18,1.1,4.48,0.91,0.3,,0.063,,0.006999999999999999,CP,P5,KA32,7.66,16.07,19.2,14.3,53700.44,8.19,103.41,35.5,,CP,2015-06-09,16.57,80.08,77.75,3.67,232.33,0.03
MAY052015,44.16,14.18,11.31,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,33.85,2015-06-09,,,,,,,24.0,1.15,7.91,37.3,14.9,4.4,9.72,0.05,8.6,206.95,1560.0,0.2,0.71,0.19,0.11,4.99,1.05,0.67,,0.063,,0.008,CP,P6,KA32,8.0,18.97,19.1,18.8,52202.97,8.61,114.0,34.4,,CP,2015-06-09,16.57,80.08,77.75,3.67,232.33,0.03
MAY052015,49.22,13.38,10.29,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,34.89,2015-06-10,,,,,,,24.7,,7.89,37.4,15.6,,,0.08,24.84,19.26,1561.0,0.24,1.05,0.23,1.55,3.57,1.22,0.29,,,,0.0,CP,P1,KA32,7.87,21.13,27.6,15.0,51932.68,9.94,138.0,34.18,,CP,2015-06-10,21.23,66.21,326.21,5.24,202.42,0.0
MAY052015,48.69,13.31,9.75,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,34.89,2015-06-10,,,,,,,24.7,,7.72,36.6,15.7,,,0.08,5.8,-1.76,1562.0,0.24,1.25,0.23,0.79,3.89,1.1,0.17,,,,,CP,P2,KA32,7.91,20.78,27.5,14.9,50124.61,9.04,123.93,32.85,601.66,CP,2015-06-10,21.23,66.21,326.21,5.24,202.42,0.0
MAY052015,49.91,12.23,10.13,MAY052015,KA32,KA32_05062015_pooledNH4,KA32_05062015_PondNH4,34.89,2015-06-10,,,,,,,24.7,,7.79,37.0,15.6,,,0.04,14.09,84.46,1563.0,0.23,1.21,0.23,1.66,3.1,1.15,0.17,,,,0.0,CP,P3,KA32,7.91,20.07,27.2,14.9,43982.72,9.74,129.33,28.44,,CP,2015-06-10,21.23,66.21,326.21,5.24,202.42,0.0
MAY052015,45.0,12.94,10.7,MAY052015,KA32,KA32_05062015_pooledNO3,KA32_05062015_PondNO3,34.89,2015-06-10,,,,,,,24.9,,7.89,37.6,15.6,2.4,5.44,0.09,7.68,59.38,1564.0,0.21,1.23,0.2,0.73,3.81,0.94,0.19,,0.086,,,CP,P4,KA32,7.99,20.59,27.4,14.7,52763.15,9.5,131.39,34.79,,CP,2015-06-10,21.23,66.21,326.21,5.24,202.42,0.0
