Tracking.ID,Analytical.Sample.ID,DATETIME,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,SiteID,StrainID,SourceID,BatchID,Duration.days,PondID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Duration.days2,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,NH4.mg.L,NH4.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID3,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW
994,ASU_SPW9_07072014_1,7/7/2014 7:30,40.18,14.11,10.7,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,25.82,P1,3.989583333,NA,NA,NA,NA,28.73,24.5,0.25,7.8,1.7,20.8,54.32,0,NA,NA,4.56,0,26.38,853,0.12,4.67,0.13,2.37,-3.98,0.22,0.68,0.358,0.039
995,ASU_SPW10_07072014_1,7/7/2014 7:30,39.72,13.09,10.45,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,25.82,P2,1.989583333,9,1025,0.095666667,98.05833333,28.73,24.5,NA,8,1.5,20.8,81.08,0.25,NA,NA,6.95,0.01,25.82,854,0.09,6.22,0.1,4.48,-4.67,0.11,0.88,0.98,0.132
996,ASU_SPW11_07072014_1,7/7/2014 7:30,39.09,14.6,13.81,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,25.82,P3,1.989583333,9,1025,0.064444444,66.05555556,28.73,24.5,NA,7.8,1.4,20.7,70.93,0.46,NA,NA,6.35,0.01,24.75,855,0.06,2.15,0.06,0.98,-5.95,0.07,0.79,NA,NA
997,ASU_SPW12_07072014_1,7/7/2014 7:30,39.61,15.13,10.96,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,25.82,P4,NA,NA,NA,NA,NA,7.83,24.7,0.31,7.98,41.5,17,26.18,NA,NA,NA,3.24,0.05,17.87,856,0.24,0.68,0.22,1,6.23,1.08,0.73,0.42,0.02
998,ASU_SPW13_07072014_1,7/7/2014 7:30,38.02,15.27,11.39,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,25.82,P5,NA,NA,NA,NA,NA,7.83,25,1.02,7.44,37,17.1,49.62,16.59,NA,NA,3.09,0.02,35.52,857,0.27,0.29,0.25,0.7,6.7,1.25,0.6,NA,0.01
999,ASU_SPW14_07072014_1,7/7/2014 7:30,36.84,16.03,12.34,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,25.82,P6,NA,NA,NA,NA,NA,7.83,24,1.02,7.53,NA,NA,33.37,10.52,NA,NA,3.6,0.02,20.52,858,0.24,0.42,0.22,0.44,6.13,1.07,0.28,0.248,0.022
1000,ASU_SPW11_07092014_1,7/9/2014 7:30,36.88,15.7,12.21,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,27.82,P3,NA,NA,NA,NA,NA,7.83,24.8,0.2,8.17,38,17,75.16,7.79,NA,NA,1.37,0.07,121.47,859,0.24,0.59,0.22,0.31,6.91,1.15,0.4,NA,0.003
1001,ASU_SPW12_07092014_1,7/9/2014 7:30,41.32,13.97,10.84,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,27.82,P4,NA,NA,NA,NA,NA,7.83,24.8,0.2,8.17,38.9,17.2,41.72,16.63,NA,NA,2.27,0.06,40.76,860,0.24,0.34,0.22,0.45,7.12,1.07,0.28,0.248,0.004
1002,ASU_SPW13_07092014_1,7/9/2014 7:30,34.7,12.45,10.31,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,27.82,P5,NA,NA,NA,NA,NA,7.83,24.4,1.63,7.75,38,17.1,33.64,12.91,NA,NA,3.44,0.05,21.67,861,0.25,0.53,0.24,0.46,6.18,1.18,0.67,0.332,0.01
1003,ASU_SPW14_07092014_1,7/9/2014 7:30,38.54,11.51,8.73,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,27.82,P6,12.83333333,NA,NA,NA,NA,12.83,24,0.17,7.95,41.2,14.6,32.14,35.49,NA,NA,1.46,0.24,48.74,862,0.38,1.33,0.36,1.07,6.1,1.98,0.62,0.067,0.015
1004,ASU_SPW11_07112014_1,7/11/2014 7:44,35.91,9.43,10.66,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,29.83,P3,12.83333333,NA,NA,NA,NA,12.83,24,0.17,7.72,36.8,14.6,29.71,14.27,NA,NA,1.31,0.49,50.22,863,0.39,16.86,0.37,16.94,6.99,2.18,0.87,0.077,0.019
1005,ASU_SPW12_07112014_1,7/11/2014 7:44,37.4,8.22,11.68,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,29.83,P4,12.83333333,NA,NA,NA,NA,12.83,23.7,0.32,8,40.4,14.6,27.85,2.62,NA,NA,1,0.1,61.66,864,0.4,1.74,0.37,1.87,6.71,1.94,0.95,0.028,0.021
1006,ASU_SPW13_07112014_1,7/11/2014 7:44,32.89,9.55,11.34,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,29.83,P5,12.83333333,NA,NA,NA,NA,12.83,23.8,0.07,8.39,38.2,14.2,43.41,15.02,NA,NA,0.31,0.57,306.77,865,0.39,1.23,0.37,1.72,6.23,1.97,0.35,0.187,0.027
1007,ASU_SPW14_07112014_1,7/11/2014 7:44,35.93,12.92,10.28,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,29.83,P6,12.83333333,NA,NA,NA,NA,12.83,23.7,0.37,8.42,39.5,14.6,31.44,3.98,NA,NA,0.66,0.3,104.94,866,0.39,0.74,0.36,0,8.08,1.98,0.42,0.128,0.012
1008,ASU_SPW9_07142014_1,7/14/2014 7:44,39.31,12.92,11.06,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,32.83,P1,12.83333333,NA,NA,NA,NA,12.83,23.9,0.13,8.06,37.9,14.6,27.64,13.32,NA,NA,1.19,0.21,51.44,867,0.42,2.5,0.38,1.3,7.58,2.08,0.59,0.193,0.019
1009,ASU_SPW10_07142014_1,7/14/2014 7:44,38.62,12.81,13.31,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,32.83,P2,NA,NA,NA,NA,NA,23.83,24.5,0.5,7.7,35,15.6,40.29,10.23,NA,NA,3.01,0.04,29.67,868,0.12,0.82,0.11,0.4,8.34,0.25,1.22,NA,NA
1010,ASU_SPW11_07142014_1,7/14/2014 7:44,38.52,10.9,14.58,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,32.83,P3,NA,NA,NA,NA,NA,23.83,24.6,0.4,7.88,34.6,15.8,48.77,2.68,NA,NA,3.87,0.01,27.9,869,0.1,3.75,0.1,3.54,7.95,0.15,1.32,NA,NA
1011,ASU_SPW12_07142014_1,7/14/2014 7:44,40.15,10.77,13.83,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,32.83,P4,1.822916667,NA,NA,NA,NA,23.83,24.8,0.2,7.59,35.3,15.5,61.05,4.21,NA,NA,4.39,0.01,30.77,870,0.14,1.71,0.13,0.71,7.86,0.32,0.72,NA,0.02
1012,ASU_SPW13_07142014_1,7/14/2014 7:44,35.68,13.22,11.69,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,32.83,P5,1.822916667,NA,NA,NA,NA,23.83,24.8,NA,7.49,38.1,15.4,70.63,2.15,NA,NA,2.88,0.01,54.31,871,0.14,0.59,0.13,0.2,9.3,0.33,0.69,NA,0.056
1013,ASU_SPW14_07142014_1,7/14/2014 7:44,35.87,14.1,10.4,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,32.83,P6,1.822916667,NA,NA,NA,NA,23.83,24.9,NA,7.63,36.3,15.3,64.09,2.14,NA,NA,4.84,0,29.3,872,0.13,1.7,0.12,1.85,6.87,0.27,0.87,NA,0.03
1014,ASU_SPW9_07172014_1,7/17/2014 8:00,38.68,9.37,12.5,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,35.84,P3,1.822916667,NA,NA,NA,NA,23.83,24.9,NA,6.97,36.1,15.4,66.46,2.55,NA,NA,5.09,0.01,28.89,873,0.13,3.82,0.12,3.82,7.35,0.28,1.62,NA,0.026
1015,ASU_SPW10_07172014_1,7/17/2014 8:00,39.45,9.52,11.56,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,35.84,P4,NA,NA,NA,NA,NA,28.83,24.8,NA,7.75,32.7,17.1,46.67,10.17,NA,NA,6.15,0.01,16.81,874,0.12,1.26,0.11,0.62,10.73,0.65,0.79,0.266,0.029
1016,ASU_SPW11_07172014_1,7/17/2014 8:00,38.11,7,17.95,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,35.84,P5,NA,NA,NA,NA,NA,28.83,24.8,0.2,7.89,33.1,17.1,38.81,9.85,NA,NA,6.07,0.01,14.16,875,0.1,0.9,0.1,0.91,8.35,0.58,0.51,0.477,0.038
1017,ASU_SPW12_07172014_1,7/17/2014 8:00,40.14,24.28,18.83,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,35.84,P6,1.961805556,NA,NA,NA,NA,28.83,24.9,0.1,7.85,33.8,17.2,65.95,7.21,NA,NA,7.41,0.01,19.72,876,0.13,6.29,0.12,5.66,7.29,0.76,1.2,0.341,0.029
1018,ASU_SPW13_07182014_1,7/21/2014 7:30,40.01,6.91,13.91,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,39.82,P5,1.961805556,NA,NA,NA,NA,28.83,24.9,0.1,7.87,34.9,17.1,69.96,8.05,NA,NA,7.61,0.01,20.35,877,0.14,0.79,0.13,0.6,7.67,0.79,0.58,0.46,0.034
1019,ASU_SPW14_07182014_1,7/21/2014 7:30,39.35,11.71,16.84,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,39.82,P6,8.951388889,NA,NA,NA,NA,35.82,24.4,0.1,7.81,33.1,12.4,NA,NA,NA,NA,3.73,0.01,NA,878,0.29,0.87,0.27,0.49,7.21,1.62,0.56,NA,NA
1038,KA32_06242014_COMBINED,6/24/2014 16:30,37.01,4.68,8.12,JUN112014,GT,KA32,INOCULUM,KA32_06242014_CRW,0,inoc,8.951388889,NA,NA,NA,NA,35.82,24.6,NA,8.01,32.9,12.4,NA,NA,NA,NA,4.09,0.01,NA,879,0.26,2.61,0.24,1.66,7.73,1.49,0,NA,NA
1039,KA32_07072014_1,7/7/2014 8:00,40.18,7.09,8.91,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,12.65,P1,4.989583333,NA,NA,NA,NA,35.82,25,2.4,7.99,41.9,12.4,NA,NA,NA,NA,6.57,0.01,NA,880,0.16,2.27,0.14,1.6,8.46,0.85,0.89,NA,NA
1040,KA32_07072014_2,7/7/2014 8:00,35.62,7.2,10.04,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,12.65,P2,4.989583333,NA,NA,NA,NA,35.82,NA,NA,8.14,40.2,12.2,NA,NA,NA,NA,5.5,0.01,NA,881,0.19,2.49,0.17,1.68,8.23,1,0.35,NA,NA
1041,KA32_07072014_3,7/7/2014 8:00,36.33,7.01,9.5,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,12.65,P3,4.989583333,NA,NA,NA,NA,35.82,NA,NA,7.96,39.5,12.3,NA,NA,NA,NA,5.44,0.01,NA,882,0.17,1.03,0.16,0.8,7.89,0.95,0.37,NA,NA
1042,KA32_07072014_4,7/7/2014 8:00,37.21,8.08,8.09,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,12.65,P4,4.989583333,NA,NA,NA,NA,35.82,NA,NA,7.87,42.4,12.3,NA,NA,NA,NA,6.65,0.02,NA,883,0.18,2.82,0.17,2.11,8.27,0.99,0.91,NA,NA
1043,KA32_07072014_5,7/7/2014 8:00,23.96,12.68,11.1,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,12.65,P5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,1.37,0.84,1.34,2.59,2.43,2.23,1.49,NA,NA
1044,KA32_07072014_6,7/7/2014 8:00,44.95,8,10.28,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,12.65,P6,13.69791667,1,768.75,0.373333333,287,13.7,24,0.13,7.9,44.9,19.5,42.33,5.94,NA,NA,3.17,0.05,29.6,885,0.39,2.56,0.37,3.09,4.23,1.05,0.5,0.387,0.027
1045,KA32_07142014_1,7/14/2014 7:30,35.71,5.6,9.39,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,19.62,P1,13.69791667,1,768.75,0.423333333,325.4375,13.7,24,0.13,7.93,45.3,19.5,38,5.26,NA,NA,3,0.12,28.05,886,0.45,1.29,0.42,2.73,5.24,1.06,0.11,1.7,0.13
1046,KA32_07142014_2,7/14/2014 7:30,35.47,8.8,9.98,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,19.62,P2,13.69791667,1,768.75,0.416666667,320.3125,13.7,24.1,0.1,7.94,45.1,19.6,40.33,15.15,NA,NA,2.89,0.06,30.94,887,0.44,3.5,0.42,5,4.6,1.04,0.19,0.171,0.028
1047,KA32_07142014_3,7/14/2014 7:30,35.35,5.58,8.94,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,19.62,P3,13.69791667,1,512.5,0.39,199.875,13.7,24,0.13,7.88,45.2,19.5,46.67,19.21,NA,NA,3.53,0.06,29.3,888,0.41,2.44,0.39,4.44,4.9,1.07,0.11,0.16,0.021
1048,KA32_07142014_4,7/14/2014 7:30,37.84,5,9.94,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,19.62,P4,13.69791667,1,512.5,0.446666667,228.9166667,13.7,24.1,0.1,7.91,45.2,19.6,34.67,6,NA,NA,3.36,0.15,22.82,889,0.47,0,0.45,2.59,4.96,1.06,0.19,0.267,0.016
1049,KA32_07142014_5,7/14/2014 7:30,43.64,5.19,10.3,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,19.62,P5,13.69791667,1,512.5,0.46,235.75,13.7,24,0.13,7.97,45.2,19.6,36,12.11,NA,NA,3.89,0.19,20.49,890,0.49,4.28,0.46,6.52,5.49,1.1,0.11,0.157,0.007
1050,KA32_07142014_6,7/14/2014 7:30,44.54,4.32,9.9,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,19.62,P6,7,2,768.75,0.236666667,181.9375,20.7,24.6,NA,7.89,44.1,12,48.67,6.28,NA,NA,4.05,0.06,26.59,891,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,0.093
1051,KA32_07282014_1,7/28/2014 7:44,48.81,5.33,9.42,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,33.64,P1,7,2,768.75,0.261666667,201.15625,20.7,24.6,NA,7.85,43.7,12,43.67,3.5,NA,NA,6.08,0.03,15.89,892,0.28,8.39,0.26,9.03,7.14,0.62,0.33,0.52,0.026
1052,KA32_07282014_2,7/28/2014 7:44,48.13,4.89,8.82,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,33.64,P2,7,2,768.75,0.268333333,206.28125,20.7,24.6,NA,7.88,43.3,12,44.33,8.54,NA,NA,5.75,0.05,17.07,893,0.28,3.15,0.27,3.88,2.44,0.62,0.16,0.4,0.015
1053,KA32_07282014_3,7/28/2014 7:44,46.8,8.75,9.58,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,33.64,P3,3,4,512.5,0.161111111,82.56944444,20.7,24.6,0.14,7.84,44.2,12,71.67,2.13,NA,NA,5.97,0.02,26.58,894,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,0.012
1054,KA32_07282014_4,7/28/2014 7:44,45.83,10.36,10.11,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,33.64,P4,3,4,512.5,0.14,71.75,20.7,24.6,0.14,7.87,42.4,11.9,69,6.32,NA,NA,3.69,0.09,41.37,895,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,0.08
1074,KA32_07282014_5,7/28/2014 7:44,NA,NA,NA,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,33.64,P5,3,4,512.5,0.173333333,88.83333333,20.7,24.6,0.14,7.88,43,12,73,2.74,NA,NA,3.64,0.04,44.41,896,0.18,2.9,0.17,3.33,1.26,0.42,0.48,0.276,0.034
1076,KA32_07282014_6,7/28/2014 7:44,NA,NA,NA,JUN112014,GT,KA32,KA32_06242014_CRW,KA32_06242014_GT_P,33.64,P6,7,3,768.75,0.250183267,192.3283863,27.7,24.9,NA,7.94,43.7,17.4,33,6.06,NA,NA,2.81,0.06,26.03,897,NA,NA,NA,NA,NA,0.6,0.26,NA,NA
1105,FA_09092014_FA_Seed,9/9/2014 15:30,23.42,22.03,6.95,SEP102014,FA,KA32,INOCULUM,KA32_09092014_FA_Seed,0,inoc,7,3,768.75,0.2235324,171.8405325,27.7,24.9,NA,7.99,43.8,17.4,39,5.13,NA,NA,5.5,0.04,15.7,898,NA,NA,NA,NA,NA,0.53,0.5,NA,NA
1106,FA_09172014_P1_1,9/17/2014 8:00,41.73,9.93,2.79,SEP102014,FA,KA32,KA32_09092014_FA_Seed,KA32_09092014_FA,7.69,P1,7,3,768.75,0.260508733,200.2660888,27.7,24.9,NA,7.91,44.2,17.4,33.67,6.18,NA,NA,5.3,0.04,14.06,899,NA,NA,NA,NA,NA,0.62,0.4,NA,NA
1107,FA_09172014_P2_1,9/17/2014 8:00,37.29,7.74,6.11,SEP102014,FA,KA32,KA32_09092014_FA_Seed,KA32_09092014_FA,7.69,P2,3,7,512.5,0.177765467,91.10480167,27.7,24.9,0.03,7.87,45.1,17.4,71,6.14,NA,NA,7.11,0.01,22.1,900,NA,NA,NA,NA,NA,0.42,0.36,NA,NA
1108,FA_09172014_P3_1,9/17/2014 8:00,43.54,11.71,4.62,SEP102014,FA,KA32,KA32_09092014_FA_Seed,KA32_09092014_FA,7.69,P3,3,7,512.5,0.166044667,85.09789167,27.7,24.9,0.03,7.91,44.6,17.4,65.67,2.33,NA,NA,6.17,0.06,23.58,901,NA,NA,NA,NA,NA,0.4,0.15,NA,NA
1109,FA_09172014_P4_1,9/17/2014 8:00,42.11,10.67,5.59,SEP102014,FA,KA32,KA32_09092014_FA_Seed,KA32_09092014_FA,7.69,P4,3,7,512.5,0.168556267,86.38508667,27.7,24.9,0.03,7.84,43.3,17.4,66,4.01,NA,NA,5.47,0.02,26.72,902,NA,NA,NA,NA,NA,0.4,0.38,NA,NA
1110,FA_09172014_P5_1,9/17/2014 8:00,41.1,11.34,8.84,SEP102014,FA,KA32,KA32_09092014_FA_Seed,KA32_09092014_FA,7.69,P5,7.010416667,4,891.75,0.073333333,65.395,34.71,28,0.5,7.91,38.4,8.1,26,7.69,NA,NA,5.03,0.06,11.45,903,0.07,9.93,0.07,8.11,-1.45,0.36,0.58,NA,NA
1111,FA_09172014_P6_1,9/17/2014 8:00,44.15,10.97,8.22,SEP102014,FA,KA32,KA32_09092014_FA_Seed,KA32_09092014_FA,7.69,P6,7.010416667,4,887.65,0.18,159.777,34.71,27.9,0.53,7.9,39,8.1,24.67,12.39,NA,NA,6.25,0.05,8.74,904,0.19,3.69,0.18,7.7,4.35,0.49,0.4,0.252,0
1112,FA_09242014_P2_1,9/24/2014 8:00,42.09,11.14,9.17,SEP102014,FA,KA32,KA32_09092014_FA3,KA32_09172014_FA,14.69,P2,7.010416667,4,887.65,0.17654321,156.7085802,34.71,27.9,0.5,7.94,38.8,8.1,25.33,15.95,NA,NA,6.72,0.01,8.34,905,0.17,3.3,0.18,1.21,-2.95,0.46,0.33,0.252,NA
1113,FA_10012014_P1_1,10/1/2014 8:00,41.88,8.47,9.29,SEP102014,FA,KA32,KA32_09172014_FA2,KA32_09292014_FA,21.69,P1,3.010416667,10,512.5,0.106666667,54.66666667,34.71,23.8,0.41,7.92,41.3,8.1,62.67,4.02,NA,NA,5.25,0.06,26.43,906,0.11,5.45,0.11,1.08,2.8,0.27,0.73,0.257,NA
1114,FA_10012014_P2_1,10/1/2014 8:00,38.98,9.17,10.4,SEP102014,FA,KA32,KA32_09092014_FA3,KA32_09172014_FA,21.69,P2,3.010416667,10,512.5,0.103333333,52.95833333,34.71,23.7,0.45,7.88,42.2,8.1,60.33,6.28,NA,NA,6.22,0.05,21.47,907,0.11,5.88,0.1,1.12,5.3,0.26,0.38,0.233,NA
1115,FA_10012014_P3_1,10/1/2014 8:00,41.18,9.34,9.94,SEP102014,FA,KA32,KA32_09242014_FA5,KA32_09292014_FA,21.69,P3,3.010416667,10,512.5,0.086666667,44.41666667,34.71,23.7,0.45,7.82,41.8,8.1,63,5.72,NA,NA,2.05,0.12,67.94,908,0.09,6.74,0.09,8.33,7.18,0.28,0.21,0.373,0.063
1116,FA_10012014_P4_1,10/1/2014 8:00,40.77,8.72,7.73,SEP102014,FA,KA32,KA32_09242014_FA6,KA32_09292014_FA,21.69,P4,3,5,1025,0.094444444,96.80555556,37.71,24.8,NA,7.72,41.9,4.2,NA,NA,NA,NA,NA,NA,NA,909,0.1,7.1,0.09,5.67,3.34,0.16,0.35,NA,NA
1117,FA_10012014_P5_1,10/1/2014 8:00,39.4,9.3,7.42,SEP102014,FA,KA32,KA32_09172014_FA2,KA32_09242014_FA,21.69,P5,3,5,1025,0.134285714,137.6428571,37.71,24.8,NA,7.69,42,4.2,NA,NA,NA,NA,NA,NA,NA,910,0.15,5.8,0.13,0,10.56,0.27,0.37,NA,NA
1118,FA_10012014_P6_1,10/1/2014 8:00,40.79,7.25,9.4,SEP102014,FA,KA32,KA32_09172014_FA2,KA32_09242014_FA,21.69,P6,3,5,1025,0.125,128.125,37.71,24.8,NA,7.84,41.4,4.2,NA,NA,NA,NA,NA,NA,NA,911,0.14,1.85,0.12,2,7.41,0.23,0.51,NA,NA
1119,FA_10082014_P1_1,10/8/2014 8:00,40.04,10.55,6.36,SEP102014,FA,KA32,KA32_09172014_FA2,KA32_09292014_FA,28.69,P1,1,12,1025,0.08,82,37.71,24.8,0.22,7.53,40.5,4.2,NA,NA,NA,NA,NA,NA,NA,912,0.09,29.89,0.08,31.92,12.87,0.17,0.87,NA,NA
1120,FA_10082014_P2_1,10/8/2014 8:00,34.07,11.92,10.17,SEP102014,FA,KA32,KA32_09092014_FA3,KA32_09172014_FA,28.69,P2,1,12,1025,0.0825,84.5625,37.71,24.8,0.22,7.47,41.2,4.2,NA,NA,NA,NA,NA,NA,NA,913,0.09,7.01,0.08,9.46,6.26,0.14,0.7,NA,NA
1121,FA_10082014_P3_1,10/8/2014 8:00,43.01,5.9,8.5,SEP102014,FA,KA32,KA32_09242014_FA5,KA32_09292014_FA,28.69,P3,1,12,1025,0.088888889,91.11111111,37.71,24.8,0.22,7.82,40.6,4.2,NA,NA,NA,NA,NA,NA,NA,914,0.1,2,0.09,2.17,7.5,0.16,0.73,NA,NA
1122,FA_10082014_P4_1,10/8/2014 8:00,35.55,11.01,5.1,SEP102014,FA,KA32,KA32_09242014_FA6,KA32_09292014_FA,28.69,P4,8.635416667,1,801.55,0.323333333,259.1678333,8.64,25.8,0.78,7.94,25.7,24.1,75,NA,NA,NA,NA,NA,NA,915,0.36,1.6,0.32,0.89,10.58,1.04,0.77,NA,NA
1123,FA_10082014_P5_1,10/8/2014 8:00,41.14,11.19,7.6,SEP102014,FA,KA32,KA32_09172014_FA2,KA32_09242014_FA,28.69,P5,8.635416667,1,789.25,0.337777778,266.5911111,8.64,25.5,0.62,7.93,26.4,24.1,63,NA,NA,NA,NA,NA,NA,916,0.37,2.9,0.34,1.14,9.76,1.02,0.68,NA,NA
1124,FA_10082014_P6_1,10/8/2014 8:00,36.35,12.33,6.87,SEP102014,FA,KA32,KA32_09172014_FA2,KA32_09242014_FA,28.69,P6,8.635416667,1,762.6,0.33,251.658,8.64,26.1,0.78,7.84,25.9,24.1,56,NA,NA,NA,NA,NA,NA,917,0.38,2.31,0.33,0,11.97,1.05,0.22,NA,NA
1125,FA_10152014_P1_1,10/15/2014 8:00,44.58,7.37,6,SEP102014,FA,KA32,KA32_09172014_FA2,KA32_09292014_FA,35.69,P1,8.635416667,1,762.6,0.321666667,245.303,8.64,26.1,0.78,7.71,25.6,24.3,57,NA,NA,NA,NA,NA,NA,918,0.36,2.11,0.32,0.9,11.04,1.02,0.79,NA,NA
1126,FA_10152014_P2_1,10/15/2014 8:00,36.86,7.03,8.19,SEP102014,FA,KA32,KA32_09092014_FA3,KA32_09172014_FA,35.69,P2,8.635416667,1,549.4,0.36,197.784,8.64,25.9,0.94,7.95,24.9,24.1,54,NA,NA,NA,NA,NA,NA,919,0.4,2.61,0.36,3.67,9.63,1.09,0.21,NA,NA
1127,FA_10152014_P3_1,10/15/2014 8:00,59.2,11.27,8.22,SEP102014,FA,KA32,KA32_09242014_FA5,KA32_09292014_FA,35.69,P3,8.635416667,1,533,0.326666667,174.1133333,8.64,25.5,0.47,7.8,25.5,24.2,56,NA,NA,NA,NA,NA,NA,920,0.37,0.78,0.33,1.77,11.32,1.07,0.22,NA,NA
1128,FA_10152014_P4_1,10/15/2014 8:00,36.28,9.39,7.9,SEP102014,FA,KA32,KA32_09242014_FA6,KA32_09292014_FA,35.69,P4,7.010416667,2,797.45,0.359774011,286.9017853,15.65,25.7,0.75,7.83,30,24.5,48,NA,NA,NA,NA,NA,NA,921,0.41,1.38,0.36,0.93,12.97,1.15,1.07,0.175,NA
1129,FA_10152014_P5_1,10/15/2014 8:00,34.84,7.06,7.89,SEP102014,FA,KA32,KA32_09172014_FA2,KA32_09242014_FA,35.69,P5,7.010416667,2,797.45,0.350941634,279.8584061,15.65,25.7,0.6,7.97,33.4,24.5,61,NA,NA,NA,NA,NA,NA,922,0.41,2.97,0.35,1.93,14.68,1.03,0.23,0,NA
1130,FA_10152014_P6_1,10/15/2014 8:00,40.36,10.36,7.52,SEP102014,FA,KA32,KA32_09172014_FA2,KA32_09242014_FA,35.69,P6,2,4,717.5,0.174856001,125.4591807,15.65,24.4,0.9,7.95,36.4,24.6,100,NA,NA,NA,NA,NA,NA,923,0.22,2.23,0.17,2.3,19.68,0.51,0.45,NA,NA
1131,FA_10222014_P1_1,10/22/2014 8:00,42.24,7.87,7.72,SEP102014,FA,KA32,KA32_09172014_FA2,KA32_09292014_FA,42.69,P1,2,4,717.5,0.162309971,116.4574041,15.65,24.6,0.6,7.95,35.8,24.7,81,NA,NA,NA,NA,NA,NA,924,0.21,2.48,0.16,4.58,21.46,0.48,0.83,NA,NA
1132,FA_10222014_P2_1,10/22/2014 8:00,43.18,9.91,8.03,SEP102014,FA,KA32,KA32_09092014_FA3,KA32_09172014_FA,42.69,P2,2,4,512.5,0.226527899,116.095548,15.65,24.7,0.45,7.99,35,24.6,73,NA,NA,NA,NA,NA,NA,925,0.28,0.77,0.23,0.84,17.86,0.68,0.59,NA,NA
