Tracking.ID,Analytical.Sample.ID,DATETIME,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,SiteID,StrainID,SourceID,BatchID,Duration.days,PondID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Duration.days2,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,NH4.mg.L,NH4.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID3,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW
900,KA32_10132014_GT_4,10/13/2014 7:44,NA,11.28,NA,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P4,NA,NA,NA,NA,NA,27.84,24.75,NA,8.27,28.5,20,69.9,8.62,NA,NA,7.29,0.04,10.32,774,0.18,1.07,0.17,1.13,4.68,0.68,0.43,0.216,0.017
901,KA32_10132014_GT_5,10/13/2014 7:44,42.95,12.26,9.05,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,NA,NA,NA,NA,NA,27.84,24.5,0.58,7.3,28.3,20.3,72.07,2.17,NA,NA,7.17,0.04,10.64,775,0.21,2.95,0.2,2.94,8.59,0.69,0.38,0.027,0.032
902,KA32_10132014_GT_6,10/13/2014 7:44,37.9,12.11,13.67,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P6,NA,NA,NA,NA,NA,29.84,25.5,0.76,8.48,21.1,18.1,83.43,3.19,NA,NA,4.67,0.02,12.32,776,0.14,0.46,0.12,1.8,11.67,0.54,0.76,0.408,0.1
903,KA32_10202014_GT_1,10/20/2014 8:00,34.97,9.63,18.79,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,P1,NA,NA,NA,NA,NA,29.84,25.75,0.38,8.32,21.3,18.2,81.43,0.94,NA,NA,8.59,0.04,12.02,777,0.16,3.57,0.13,2.76,16.88,0.52,0.15,0.338,0.058
904,KA32_10202014_GT_2,10/20/2014 8:00,41.53,11.72,18.61,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,P2,NA,NA,NA,NA,NA,29.84,25,NA,7.2,21.1,18.2,83.67,0.5,NA,NA,9.58,0.01,12.35,778,0.19,2.84,0.15,1.97,19.57,0.59,5.45,0.236,0.044
905,KA32_10202014_GT_3,10/20/2014 8:00,41.66,13.17,12.65,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,P3,NA,NA,NA,NA,NA,32.84,23.25,0.66,8.47,29.8,14.8,44.77,1.29,NA,NA,5.59,0.03,6.61,779,0.12,4.95,0.1,5.29,14.19,0.06,53.71,NA,NA
906,KA32_10202014_GT_4,10/20/2014 8:00,42.21,10.99,16.2,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,P4,NA,NA,NA,NA,NA,32.84,23.5,0.57,8.53,30.5,16.4,78.4,4.58,NA,NA,1.2,0.01,11.57,780,0.21,1.94,0.18,1.88,14.25,0.66,1.37,0.27,0.039
907,KA32_10202014_GT_5,10/20/2014 8:00,43.44,11.77,10.22,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,P5,NA,NA,NA,NA,NA,32.84,23.5,0.57,7.4,30,16.6,36.8,1.25,NA,NA,3.45,0.05,5.43,781,0.31,18.97,0.26,7.76,14.06,1.04,4.44,0.334,0.032
908,KA32_10202014_GT_6,10/20/2014 8:00,39.57,12.58,11.56,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,34.71,P6,NA,NA,NA,NA,NA,32.84,24,0.33,8.47,30.3,15.9,77.13,3.33,NA,NA,0.98,0.03,11.39,782,0.32,4.73,0.22,3.12,30.01,0.76,1.94,0.212,0.06
909,KA32_10232014_GT_1,10/23/2014 8:00,37.48,15.36,13.14,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,P1,NA,NA,NA,NA,NA,32.84,23.25,0.66,8.95,30.5,14.9,34.67,4.84,NA,NA,0.07,0.14,5.12,783,0.29,5.84,0.26,3.26,11.04,0.96,2.63,0.136,0.006
910,KA32_10232014_GT_2,10/23/2014 8:00,44.25,12.58,11.22,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,P2,NA,NA,NA,NA,NA,32.84,23.25,0.62,7.05,30.5,16,82.53,5.96,NA,NA,4.27,0.06,12.18,784,0.22,3.93,0.2,2.48,8.67,0.73,0.56,0.189,0.066
911,KA32_10232014_GT_3,10/23/2014 8:00,40.88,11.86,12.09,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,P3,NA,NA,NA,NA,NA,34.84,25,NA,8.59,28.4,15.4,79.13,1.61,NA,NA,2.86,0.02,11.68,785,0.18,0.52,0.15,1.09,16.87,0.55,4.82,0.25,0.112
912,KA32_10232014_GT_4,10/23/2014 8:00,38.12,13.23,12.33,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,P4,NA,NA,NA,NA,NA,34.84,24.5,0.78,7.98,30.4,15.9,77.7,3.13,NA,NA,7.78,0.04,11.47,786,0.21,3,0.17,3.04,23.06,0.58,1.37,0.121,0.032
913,KA32_10232014_GT_5,10/23/2014 8:00,38.41,12.35,15.2,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,P5,NA,NA,NA,NA,NA,34.84,24.5,0.78,7.57,30.2,16.1,90.57,6.51,NA,NA,9.64,0.05,13.37,787,0.24,1.18,0.19,1.16,22.09,0.6,3.73,0.031,0.007
914,KA32_10232014_GT_6,10/23/2014 8:00,35.54,14.41,13.86,SEP102014,GT,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,37.71,P6,6.885416667,5,1025,0.161904762,165.952381,39.84,24.5,0.09,9.9,27.4,15.7,43.9,1.14,NA,NA,0.15,0.12,6.48,788,0.19,1.3,0.16,1.84,14.79,0.38,1.45,0.03,0.005
915,FA 6/18 P1,6/18/2014 7:44,43.37,8.53,15.05,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,P1,2.885416667,13,1025,0.135666667,139.0583333,39.84,24.5,0.19,8.01,29.8,16.2,72.7,0.69,NA,NA,6.82,0.02,10.73,789,0.16,3.16,0.14,2.59,14.84,0.51,1.63,0.317,0.154
916,FA 6/18 P2,6/18/2014 7:44,42.19,8.4,15.66,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,P2,6.885416667,5,1025,0.125238095,128.3690476,39.84,24.75,0.05,8.64,27.4,15.8,43.13,1.05,NA,NA,1.89,0.09,6.37,790,0.14,5.94,0.13,3.48,13.11,0.38,2.04,0.097,0.03
917,FA 6/18 P3,6/18/2014 7:44,43.05,8.72,11.77,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,P3,2.885416667,13,1025,0.148333333,152.0416667,39.84,25,NA,10.02,27.8,15.9,78.1,2.01,NA,NA,0.13,0.16,11.53,791,0.21,1.2,0.15,1.12,30.28,0.42,1.8,NA,0.002
918,FA 6/18 P4,6/18/2014 7:44,42.58,9.03,11.87,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,P4,6.885416667,5,1025,0.176190476,180.5952381,39.84,25,NA,10.05,27.9,15.8,42.27,2.01,NA,NA,0.09,0.06,6.24,792,0.2,1.11,0.18,0.47,10.41,0.67,1.08,NA,NA
919,FA 6/18 P5,6/18/2014 7:44,42.69,8.79,8.45,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,P5,2.885416667,13,1035.25,0.176666667,182.8941667,39.84,25.25,NA,10.03,27.9,15.9,74.87,1.32,NA,NA,0.1,0.1,11.05,793,0.26,7.66,0.18,4.07,31.54,0.42,0.91,0.008,0.003
920,FA 6/18 P6,6/18/2014 7:44,41.86,7.83,10.74,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,8.64,P6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,158.33,1.59,NA,NA,0.54,0.38,645.27,794,2.08,2.54,2.11,4.47,-1.58,8.33,1.74,NA,NA
921,FA 6/25 P1,6/25/2014 8:00,36,9.68,15.59,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,15.65,P1,NA,NA,NA,NA,NA,6.74,24.5,0.36,7.92,NA,14.4,35.9,1.83,NA,NA,4.06,0.16,19.58,795,0.3,0,0.28,1.03,7.62,0.94,0.79,NA,NA
922,FA 6/25 P2,6/25/2014 8:00,31.61,7.88,17.61,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,15.65,P2,NA,NA,NA,NA,NA,6.74,24.5,NA,8.46,NA,14.4,37.07,0.56,NA,NA,3.5,0.05,23.43,796,0.28,0.59,0.26,1.26,6.49,0.89,0.78,NA,0.006
923,FA 6/25 P3,6/25/2014 8:00,37.59,8.32,14.5,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,15.65,P3,NA,NA,NA,NA,NA,6.74,25,NA,7.47,NA,14.3,31.9,6.64,NA,NA,3.33,0.02,21.19,797,0.27,5.41,0.26,4.52,6.9,0.94,0.87,NA,0.074
924,FA 6/25 P4,6/25/2014 8:00,38.29,9.52,19.71,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,15.65,P4,NA,NA,NA,NA,NA,6.74,24.5,NA,8.52,NA,14.6,36.3,2.63,NA,NA,3.99,0.05,20.16,798,0.28,1.41,0.28,1.66,1.87,0.88,0.23,NA,0.019
925,FA 6/25 P5,6/25/2014 8:00,36.85,8.76,12.45,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,15.65,P5,NA,NA,NA,NA,NA,6.74,24.5,0.36,7.93,NA,14.4,29.1,3.15,NA,NA,3.47,0.01,18.59,799,0.29,0.81,0.27,0.84,4.21,0.91,1.68,NA,0.03
926,FA 6/25 P6,6/25/2014 8:00,74.21,12.04,20.63,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,15.65,P6,NA,NA,NA,NA,NA,6.74,24.5,0.36,8.1,NA,14.9,30.07,0.38,NA,NA,3.52,0.06,18.9,800,0.28,3.83,0.27,0.87,3.27,0.86,0.62,NA,0.032
927,FA 7/2 P1,7/2/2014 8:15,38.35,7.8,14.19,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,P1,NA,NA,NA,NA,NA,9.73,NA,NA,NA,NA,NA,50.37,15.84,NA,NA,2.26,0.05,49.28,801,0.37,2.84,0.35,2.17,4.06,1.29,0.51,NA,0.023
928,FA 7/2 P2,7/2/2014 8:15,36.19,6.87,14.84,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,P2,NA,NA,NA,NA,NA,9.73,NA,NA,NA,NA,NA,46.1,4.02,NA,NA,2.08,0.03,49.16,802,0.32,0,0.31,0.94,5.64,1.18,0.8,NA,0.036
929,FA 7/2 P3,7/2/2014 8:15,40.14,11.06,15.11,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,P3,NA,NA,NA,NA,NA,9.73,NA,NA,NA,NA,NA,45.9,12.57,NA,NA,2.28,0.11,44.58,803,0.36,0.81,0.34,1.71,5.13,1.25,2.04,NA,NA
930,FA 7/2 P4,7/2/2014 8:15,39.02,10.6,14.01,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,P4,NA,NA,NA,NA,NA,9.73,NA,NA,NA,NA,NA,49.2,2.47,NA,NA,2.7,0.02,40.3,804,0.32,0.91,0.3,0.95,4.7,1.15,1.6,NA,NA
931,FA 7/2 P5,7/2/2014 8:15,37.46,6.41,10.24,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,P5,NA,NA,NA,NA,NA,9.73,NA,NA,NA,NA,NA,44.5,7.45,NA,NA,2.43,0.09,40.49,805,0.36,0.79,0.34,1.71,6.88,1.27,2.39,NA,0.078
932,FA 7/2 P6,7/2/2014 8:15,37.52,6.7,18.88,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,22.66,P6,NA,NA,NA,NA,NA,9.73,NA,NA,NA,NA,NA,48.83,8.09,NA,NA,2.62,0.05,41.22,806,0.33,0.87,0.3,4.15,9.02,1.18,0.88,NA,NA
933,FA 7/9 P1,7/9/2014 8:00,36.3,7.71,11.63,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,29.65,P1,13.72916667,1,768.75,0.52,399.75,13.73,24.5,0.37,6.8,NA,10.6,24.3,1.43,NA,NA,0.09,0.45,610.52,807,0.49,24.44,0.52,10.18,-8.38,1.58,0,0.152,NA
934,FA 7/9 P2,7/9/2014 8:00,38.39,8.38,15.96,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,29.65,P2,13.72916667,1,512.5,0.486666667,249.4166667,13.73,24.5,0.37,6.93,NA,11.7,22.97,3.7,NA,NA,0.16,0.13,315.87,808,0.48,4.17,0.49,12.56,-1.63,1.5,0.68,0.152,NA
935,FA 7/9 P3,7/9/2014 8:00,37.15,11.68,31.02,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,29.65,P3,13.72916667,1,768.75,0.526666667,404.875,13.73,24.25,0.37,7.83,NA,10.7,22.8,2.88,NA,NA,0.17,0.3,289.04,809,0.53,12.05,0.53,4.38,0.59,1.57,0.98,0.112,NA
936,FA 7/9 P4,7/9/2014 8:00,40.19,9.12,22.58,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,29.65,P4,13.72916667,1,512.5,0.453333333,232.3333333,13.73,24.5,0.37,8.55,NA,10.7,24.53,10.55,NA,NA,1.01,0.06,53.68,810,0.46,7.53,0.45,5.09,1.33,1.5,0.67,0.2,NA
937,FA 7/9 P6,7/9/2014 8:00,30.1,11.22,14.8,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,29.65,P6,13.72916667,1,768.75,0.5,384.375,13.73,24.25,0.75,8.21,NA,10.8,21.8,3.21,NA,NA,0.33,0.23,147.77,811,0.48,11.02,0.5,4,-5.26,1.56,1.19,0.136,NA
938,FA 7/16 P1,7/16/2014 8:00,40.19,7.97,12.8,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,36.65,P1,13.72916667,1,512.5,0.466666667,239.1666667,13.73,24.5,0.37,8.37,NA,10.8,24.37,2.79,NA,NA,0.86,0.03,62.38,812,0.48,20.83,0.47,15.05,1.93,1.53,0.91,0.201,NA
939,FA 7/16 P2,7/16/2014 8:00,39.88,9.07,15.63,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,36.65,P2,1.989583333,2,512.5,0.279166667,143.0729167,15.72,24.25,0.38,8.24,NA,11.3,35.87,11.78,NA,NA,5.76,0.01,13.8,813,0.24,4,0.28,7.82,-17.88,0.82,0.17,0.055,NA
940,FA 7/16 P3,7/16/2014 8:00,42.84,10.52,13.41,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,36.65,P3,1.989583333,2,512.5,0.226666667,116.1666667,15.72,24.5,0.38,8.46,NA,11.3,40.1,1.64,NA,NA,5.26,0.15,16.88,814,0.23,1.26,0.23,9.95,0.64,0.78,0.64,0.001,0.042
941,FA 7/16 P4,7/16/2014 8:00,36.95,10.07,15.09,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,36.65,P4,1.989583333,2,512.5,0.232333333,119.0708333,15.72,24.5,0.38,8.61,NA,11.6,36.03,6.16,NA,NA,5.51,0.01,14.48,815,0.24,1.61,0.23,9.61,1.9,0.81,0.2,0.172,0.056
942,FA 7/16 P5,7/16/2014 8:00,42.07,8.58,15.82,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,36.65,P5,3,3,512.5,0.16,82,18.72,23,0.66,8.19,NA,10.7,60.2,2.25,NA,NA,8.04,0.06,16.59,816,0.16,1.52,0.16,1.56,3,0.64,1.73,NA,NA
943,FA 7/16 P6,7/16/2014 8:00,37.6,8.98,17.38,JUN112014,FA,KA32,KA32_06092014_Pooled,KA32_06092014_FAP,36.65,P6,3,3,512.5,0.158666667,81.31666667,18.72,23,0.75,8.42,NA,11.5,65,0.27,NA,NA,7.86,0.02,18.32,817,0.17,5.85,0.16,2.91,5.82,0.62,1.16,NA,0.001
960,ASU_SPW9_06182014_1,6/18/2014 7:30,39.08,11.91,9.18,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,6.82,P1,7,2,768.75,0.283333333,217.8125,20.73,24.75,NA,7.36,NA,12.6,34.63,5.57,NA,NA,2.53,0.04,30.31,819,0.29,3.08,0.28,2.35,1.14,1.03,0.11,0.027,0.023
961,ASU_SPW10_06182014_1,6/18/2014 7:30,38.55,11.93,8.19,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,6.82,P2,2.010416667,4,1025,0.089333333,91.56666667,20.73,24.75,NA,7.45,NA,13,73.8,0.41,NA,NA,7.34,0.02,22.26,820,0.09,5.88,0.09,5.63,0.71,0.35,1.15,NA,0.142
962,ASU_SPW11_06182014_1,6/18/2014 7:30,39.31,12.14,7.62,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,6.82,P3,7,2,789.25,0.276666667,218.3591667,20.73,25.5,NA,7.22,NA,12.7,32.87,0.35,NA,NA,2.96,0.04,24.56,821,0.29,0.66,0.28,1.2,5.32,1.03,0.34,0.042,0.01
963,ASU_SPW12_06182014_1,6/18/2014 7:30,38.89,NA,8.72,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,6.82,P4,2.010416667,4,512.5,0.128666667,65.94166667,20.73,25,NA,8.27,NA,12.8,75.5,0.7,NA,NA,9.36,0.02,17.85,822,0.14,2.26,0.13,1.79,4.92,0.47,1.06,0.009,0.002
964,ASU_SPW13_06182014_1,6/18/2014 7:30,40.2,11.47,8.62,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,6.82,P5,7,2,789.25,0.262222222,206.9588889,20.73,25.5,NA,7.18,NA,12.8,32.43,7.23,NA,NA,3.08,0.04,23.29,823,0.27,1.41,0.26,0.73,3.66,0.98,0.74,0.087,0.016
965,ASU_SPW14_06182014_1,6/18/2014 7:30,40.59,11.99,8.74,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,6.82,P6,2.010416667,4,512.5,0.141333333,72.43333333,20.73,25,NA,7.49,NA,13.1,60.73,1.01,NA,NA,8.83,0.06,15.23,824,0.15,2.07,0.14,1.63,4.06,0.53,0.66,0.243,0.003
966,ASU_SPW9_06232014_1,6/23/2014 7:30,42.11,12.73,8.49,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,11.82,P1,22.71875,1,512.5,0.110416667,56.58854167,22.72,24.5,0.33,8.33,NA,13.3,71.3,0.49,NA,NA,5.02,0.03,31.43,825,0.12,2.69,0.11,1.31,5.67,0.49,0.31,0.31,0.12
967,ASU_SPW10_06232014_1,6/23/2014 7:30,41.12,13.54,7.86,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,11.82,P2,1.989583333,5,1025,0.120416667,123.4270833,22.72,24.75,NA,8.25,NA,13.3,72.8,0.14,NA,NA,9.37,0.03,17.2,826,0.13,0.57,0.12,1.59,4.93,0.3,0.69,0.193,0.008
968,ASU_SPW11_06232014_1,6/23/2014 7:30,41.25,8.28,8.45,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,11.82,P3,1.989583333,5,512.5,0.115,58.9375,22.72,24.75,NA,8.24,NA,13.5,71.83,0.08,NA,NA,5.86,0.08,27.16,827,0.12,0,0.12,2.17,5.15,0.44,0.92,0.101,0.042
969,ASU_SPW12_06232014_1,6/23/2014 7:30,39.61,10.15,9.01,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,11.82,P4,3.010416667,2,512.5,0.144666667,74.14166667,25.73,23.5,0.46,6.62,NA,6.1,69.43,0.46,NA,NA,8.24,0.05,18.67,828,0.15,5,0.14,5.59,4.4,0.36,1.71,NA,NA
970,ASU_SPW13_06232014_1,6/23/2014 7:30,39.02,11.1,10.43,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,11.82,P5,25.72916667,1,512.5,0.125,64.0625,25.73,24,0.28,8.01,NA,4.8,72.13,0.32,NA,NA,8.65,0.02,18.47,829,0.13,8.27,0.12,8.33,4.66,0.16,5.31,0.08,NA
971,ASU_SPW14_06232014_1,6/23/2014 7:30,43.26,12.29,10.24,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,11.82,P6,3.010416667,6,512.5,0.111333333,57.05833333,25.73,24,0.28,8.26,NA,4.1,70.83,1.27,NA,NA,7.56,0.1,20.75,830,0.11,6.72,0.11,8.49,1.17,0.22,3.68,0.207,0.131
972,ASU_SPW11_06252014_1,6/25/2014 7:30,38.82,11.15,10.27,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,13.82,P3,NA,NA,NA,NA,NA,27.71,24.5,0.38,7.15,NA,5.1,38.33,0.66,NA,NA,3.39,0.15,25.04,831,0.2,3.17,0.2,2.35,2.94,0.68,1.92,0.05,0.042
973,ASU_SPW12_06252014_1,6/25/2014 7:30,37.86,9.79,10.1,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,13.82,P4,NA,NA,NA,NA,NA,27.71,24.75,0.38,7.49,NA,5.7,37.03,0.56,NA,NA,2.65,0.03,30.91,832,0.24,2.14,0.23,1.34,3.39,0.82,1.39,0.048,0.042
974,ASU_SPW13_06252014_1,6/25/2014 7:30,37.75,11.19,9.73,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,13.82,P5,NA,NA,NA,NA,NA,27.71,24.75,NA,7.28,NA,5.2,39.3,0.44,NA,NA,2.57,0.15,33.82,833,0.2,0.58,0.2,2.7,2.33,0.4,3.76,0.239,0.033
975,ASU_SPW14_06252014_1,6/25/2014 7:30,40.68,12.23,10.26,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,13.82,P6,NA,NA,NA,NA,NA,39.71,23.5,0.05,8.03,NA,6.3,34.43,0.6,NA,NA,2.96,0.03,25.73,834,0.17,21.15,0.16,21.29,0.67,0.44,2.17,NA,NA
976,ASU_SPW9_06302014_1,6/30/2014 7:30,38.73,12.18,10.13,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,18.82,P1,NA,NA,NA,NA,NA,39.71,24,NA,7.52,NA,6.5,53.83,0.92,NA,NA,3.46,0.04,34.45,835,0.2,14.06,0.2,13.02,2.04,0.47,0.65,NA,NA
977,ASU_SPW10_06302014_1,6/30/2014 7:30,39.51,12.5,9.89,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,18.82,P2,NA,NA,NA,NA,NA,39.71,24.75,NA,7.53,NA,6.7,29,0.34,NA,NA,1.04,0.06,61.76,836,0.21,26.84,0.21,24.95,-2.03,0.64,1.42,NA,NA
978,ASU_SPW11_06302014_1,6/30/2014 7:30,41.07,12.82,11.23,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,18.82,P3,NA,NA,NA,NA,NA,39.71,24.5,NA,7.81,NA,6.7,56.9,0.35,NA,NA,4.53,0.03,27.81,837,0.21,9.09,0.2,11.62,2.54,0.43,1.1,NA,NA
979,ASU_SPW12_06302014_1,6/30/2014 7:30,39.92,9.77,10.1,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,18.82,P4,NA,NA,NA,NA,NA,39.71,24.25,NA,7.6,NA,6.7,26.87,0.77,NA,NA,3.04,0.04,19.57,838,0.16,9.47,0.15,12.1,3.39,0.24,2.15,NA,NA
980,ASU_SPW13_06302014_1,6/30/2014 7:30,39.5,12.11,8.52,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,18.82,P5,NA,NA,NA,NA,NA,39.71,24.75,NA,7.64,NA,6.9,61.67,3.05,NA,NA,7.23,0.04,18.89,839,0.1,1.12,0.1,4.41,-1.97,0.14,2.78,NA,NA
981,ASU_SPW14_06302014_1,6/30/2014 7:30,36.65,15.58,10.33,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,18.82,P6,20.98958333,3,1025,0.233333333,239.1666667,41.72,24.75,0.37,7.44,NA,12.7,34.2,0.29,NA,NA,3.11,0.09,24.32,840,0.24,4.17,0.23,4.95,4.56,NA,NA,0.003,NA
982,ASU_SPW11_06272014_1,6/27/2014 7:30,42.3,14.2,9.46,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,15.82,P3,15.98958333,3,1025,0.202222222,207.2777778,41.72,24.75,0.37,7.32,NA,12.8,53.1,0.5,NA,NA,5.02,0.03,23.42,841,0.21,0.94,0.2,2.52,1.6,NA,NA,NA,NA
983,ASU_SPW12_06272014_1,6/27/2014 7:30,41.98,14.92,8.66,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,15.82,P4,20.98958333,3,1025,0.248333333,254.5416667,41.72,25,NA,7.06,NA,12.8,28.83,1.64,NA,NA,2.02,0.06,31.61,842,0.24,4.31,0.25,3.08,-2.8,NA,NA,0.004,NA
984,ASU_SPW13_06272014_1,6/27/2014 7:30,42.33,12.79,9.07,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,15.82,P5,15.98958333,2,1025,0.233333333,239.1666667,41.72,25,NA,7.79,NA,12.8,58.07,0.88,NA,NA,6.1,0.06,21.07,843,0.22,1.3,0.23,1.24,-5.29,NA,NA,NA,NA
985,ASU_SPW14_06272014_1,6/27/2014 7:30,42.07,13.81,8.63,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,15.82,P6,20.98958333,3,1025,0.167777778,171.9722222,41.72,25,NA,7.6,NA,12.8,27.57,1.11,NA,NA,4.08,0.01,14.95,844,0.17,3.85,0.17,1.15,3.11,NA,NA,NA,NA
986,ASU_SPW11_07022014_1,7/2/2014 7:44,39.84,14.94,7.45,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,20.83,P3,15.98958333,7,1025,0.124,127.1,41.72,24.75,0.37,7.81,NA,12.8,62.23,1.29,NA,NA,6.13,0,22.48,845,0.12,5.68,0.12,5.59,-1.64,NA,NA,NA,0.055
987,ASU_SPW12_07022014_1,7/2/2014 7:44,40.26,14.62,8.11,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,20.83,P4,3,7,512.5,0.169238095,86.73452381,24.74,22.5,0.75,7.9,1.8,20.6,48.91,1.65,NA,NA,3.1,0.14,34.97,846,0.17,1.03,0.17,1.53,-0.75,0.31,1.35,0.129,0.027
988,ASU_SPW13_07022014_1,7/2/2014 7:44,38.01,13.46,8.43,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,20.83,P5,24.73958333,NA,NA,NA,NA,24.74,22.25,0.83,8,1.2,20.5,50.77,0.32,NA,NA,3.82,0.08,29.41,847,0.24,10.73,0.26,6.13,-9.33,0.53,0.36,0.134,0.02
